school_zone,public_school_enrollment,private,total
425,6174.8205968981947,2932.1769089893801,9106.997505887575
426,13114.739826324332,1779.9559300501783,14894.695756374513
427,1500.9090519028691,2546.0188808966132,4046.9279327994823
428,1568.3227807246067,5617.3291469708347,7185.651927695441
429,15498.665042556579,28363.633495487298,43862.29853804388
430,743.1488397055009,2093.7927108158824,2836.9415505213833
431,3394.4212437747183,10301.705198280393,13696.126442055112
432,3282.0028777912175,0,3282.0028777912175
433,1267.3322836127361,3358.3644793434096,4625.696762956146
434,9449.1032137113452,958.93440628205485,10408.0376199934
435,9025.5230248638309,4540.7347819302995,13566.25780679413
436,8201.5497298947939,268.77454943142612,8470.32427932622
437,4829.7934768542591,1993.3614643516239,6823.154941205883
438,8720.6703215317175,3790.8261575205879,12511.496479052304
439,9978.7366892561931,2274.2371790033621,12252.973868259556
440,14520.064272860734,1958.4975926471852,16478.56186550792
441,199.63964076192514,0,199.6396407619251
442,6744.4029968013901,952.32512654342895,7696.728123344819
443,26485.279539024999,11046.829647066721,37532.10918609172
444,19416.507412165607,1183.898571223318,20600.40598338893
445,12308.184574071065,671.63315705966102,12979.817731130726
446,0,511.67622383205702,511.676223832057
447,17920.283440894182,4487.7231653056897,22408.006606199873
448,2671.0179271727361,47.578410426677102,2718.5963375994133
449,1257.5025201002168,139.125863164165,1396.6283832643817
450,2190.4041195065711,0,2190.404119506571
451,7516.7367894310055,377.987003932275,7894.72379336328
452,17873.170515604328,13689.35219080981,31562.522706414136
453,10443.855117970499,4785.3876660117921,15229.242783982292
454,5228.1935300545683,14509.167975135553,19737.36150519012
455,14355.418043258307,18880.458639612472,33235.87668287078
456,18726.832329825589,11851.197282605002,30578.02961243059
457,24537.367423320426,1082.1000011803801,25619.467424500806
458,17944.042101913059,6870.0307292580319,24814.072831171092
459,5270.4000514558657,0,5270.400051455866
460,2470.9098230498716,616.75101645627103,3087.6608395061426
461,-,-,0
462,22612.927465096072,5102.8174429674636,27715.744908063534
463,21874.498154336725,10909.895781066105,32784.393935402826
464,14411.005762134848,1942.842109094704,16353.847871229553
465,16588.972224979741,1049.9376670277302,17638.909892007472
466,17244.171189824076,532.09021910102103,17776.261408925096
467,8881.9888030413967,3258.0724938117364,12140.061296853131
468,8447.8526209440042,20707.248033398759,29155.100654342765
469,10115.004797941461,929.32182993146057,11044.326627872922
470,16043.587612464546,2845.0559130653819,18888.64352552993
471,12088.430720578286,0,12088.430720578286
472,8151.5927570257945,812.11232797454807,8963.705085000343
473,25490.2355073461,5563.2754464981017,31053.5109538442
474,12624.116420426799,541.75637877255099,13165.872799199347
475,1198.4740345511614,2257.0225751758339,3455.4966097269953
476,26884.813441943799,7325.1376986903515,34209.95114063415
477,918.26260023744521,0,918.2626002374453
478,2195.079229092788,0,2195.079229092788
479,3301.7154976357688,299.87218654928097,3601.5876841850495
480,6385.699100262329,799.82054163847965,7185.519641900809
481,4134.7605444390756,0,4134.760544439076
482,953.14940715039461,0,953.1494071503946
483,5379.2763629097954,501.67628899949705,5880.952651909292
484,-,-,0
485,-,-,0
486,30278.622228410026,1879.7097690196149,32158.33199742964
487,11490.848350305103,9854.5967153395522,21345.445065644657
488,618.47975044274904,1428.080557452987,2046.560307895736
489,430.008272905512,0,430.008272905512
490,13777.521850988624,0,13777.521850988624
491,16576.682041962184,1138.5271938141559,17715.20923577634
492,10939.675687398303,0,10939.675687398303
493,1711.2564267132848,1012.1848404225479,2723.4412671358327
494,22101.820279958043,1208.0743605807925,23309.89464053883
495,23899.20073789774,7825.0643236165124,31724.265061514252
496,12084.355094280801,721.39278637036898,12805.74788065117
497,7176.1862528818856,433.72486391038058,7609.911116792267
498,6124.4504068400538,847.50703145597504,6971.957438296029
499,3982.5674943916274,9465.9177873443605,13448.485281735988
500,5920.4688793297946,12625.877938137071,18546.346817466867
501,3790.9701788540742,3468.8329149973042,7259.803093851379
502,7313.2151844249911,9306.8020883505742,16620.017272775563
503,4648.0031951420124,1157.5987048119969,5805.601899954009
504,17202.542247129422,742.16501278243197,17944.707259911855
505,13978.028469837713,5270.6818816038194,19248.710351441532
506,16064.049899214157,2128.4111579423679,18192.461057156524
507,710.21161130921064,0,710.2116113092106
508,4222.2513925801459,87.707762653064293,4309.95915523321
509,20864.444217996708,2588.2617903280279,23452.706008324734
510,9159.4167365198336,862.246044314144,10021.662780833978
511,5811.4465914760922,1148.7123887997564,6960.158980275848
512,2854.6186915893322,0,2854.618691589332
513,2079.5433170108709,0,2079.543317010871
514,13623.209439481372,2514.4979413449773,16137.707380826349
515,31.6469893309675,0,31.6469893309675
516,2105.4770038980719,9991.2646259119247,12096.741629809996
517,2538.7723047046861,2191.4923893257151,4730.264694030401
518,31195.416148893415,9591.3591218979473,40786.77527079136
519,736.95864449767328,82.738340143722695,819.69698464139606
520,-,-,0
521,7827.6743461575188,0,7827.674346157519
522,8706.173177598379,1004.6001058357231,9710.773283434102
523,0,242.03462438101599,242.034624381016
524,21304.318957317548,4755.2812598898336,26059.600217207382
525,30393.254508038408,1775.2509574825699,32168.50546552098
526,23695.7745648165,17997.785404385781,41693.55996920228
527,4164.9250575330498,0,4164.92505753305
