origin_zone,industry_work,commerce_work,services_work,education,shopping,health,leisure,job_search,personal_business,meal,total
48,1004.3041812649044,3872.9896337019281,12381.744937416546,11211.083136927709,3332.9398392311082,604.84747646881954,4019.8096028694658,0,1283.5294547621536,727.64703377371438,38438.89529641634
49,1759.476942790428,1117.5571645871196,18370.97117749372,8408.4312330860521,748.475245700345,4015.9682176626225,1225.1226689779044,64.209398675630581,1013.8444610981551,746.93619149742813,37470.992701569405
50,1125.1400563019793,2115.0883997780102,3718.5554775380979,4444.266730617599,3594.8245316016742,1828.7440694773804,456.6903841930158,0,188.27436679344595,0,17471.5840163012
51,742.81072545577877,2084.6292292643102,8770.2461845034832,10539.888342105829,1983.027127609103,1828.5537114911031,753.90758443639299,0,1655.7126728069929,0,28358.775577672994
52,1653.5557283606086,1521.2373731119044,12151.859777705389,2806.8713517574065,1409.2439072424331,1638.4215675081996,616.30707058079406,0,2401.2336875826941,150.79294739781255,24349.523411247246
53,689.61533604749945,3420.6023856883667,26378.794370087657,11896.442659077951,389.17545864613908,4484.6035718604098,3066.0904113973193,0,2924.2068766399111,2818.0065831964494,56067.53765264171
54,1618.1244223546062,3360.6195042155396,25605.163046088219,5441.9101877006015,3728.2227863229091,10661.331008414058,2366.1632257885858,0,1446.5030286374122,2236.0747855686359,56464.11199509056
55,1894.0857888118974,1555.4446644450186,17729.381007090411,19990.208626222291,1809.3044785468007,2451.5127189124405,2216.4189139860005,0,2431.5429944654343,642.22622197489704,50720.125414455186
56,3599.9930278273396,2532.5740511866784,16951.420586422224,18744.15334048204,3110.5818235703155,1889.1200375664544,3677.7221880021202,216.27747162610416,3418.3850580537769,129.75129110197835,54269.978875839035
57,1381.0060505891151,1313.7832383080615,40429.714584784429,10707.553324299928,3156.0611364981987,3905.0158654131469,5391.4588097632095,218.92609761576733,2114.4203342547221,981.125394233316,69599.0648357599
58,1584.7806921991419,2699.2060580400034,25598.889422147357,15136.96345265552,4498.8709688003919,2600.0341124883721,5661.9800447965263,0,4031.3983000800108,1605.7632402434774,63417.8862914508
59,2478.4726199457705,6994.2330334766657,31066.936613567355,18435.613098704238,9569.7006133897357,2698.9371264660563,5303.1844293837185,0,8245.0081234200188,1134.0585985705818,85926.14425692415
60,1486.1403272537279,4358.3089740075229,17984.655702955668,7569.2601279686278,4966.179988427185,3233.017194049276,279.85765604189402,0,1447.8410003936797,32.807029775529138,41358.06800087311
61,3338.6812047628609,4332.117969963183,19701.598889432953,9729.8702421459329,5056.7502481228457,2347.0174463647218,3416.49746420671,218.92609761576733,4676.3821232354803,395.12534238351964,53212.967028233965
62,963.54410351287231,1229.8025666459657,19901.820859971198,6197.6557850698737,579.4596284909727,5476.059526560487,4109.6056091946666,0,945.74116256444086,520.49912764517899,39924.18836965565
63,320.26276903484012,428.33817271606091,12554.362928771654,1057.2442453131778,2791.1957932088644,10344.896231989667,535.1726220622802,0,1117.4697680205591,0,29148.9425311171
64,3520.8126567269819,8215.3290505186069,41136.828811856081,17614.001845653314,4459.2417097317884,4895.387613466246,3808.1990306291655,0,5044.9637663423882,2550.1874188177112,91244.9519037423
65,1163.9808267736985,2779.861998808326,23145.082439961257,19939.668868142733,1133.597832666959,929.69788379242675,2111.3425590328775,0,1567.8290613820755,704.5630804183711,53475.624550978726
66,3135.0992237798891,5810.6509551874515,22811.780139541857,15178.158224272658,2417.3295643727251,1267.9539638508586,5217.7298417416305,0,3822.5057312494391,1206.5796508480598,60867.78729484457
