work_zone,formal_employee_jobs,informal_employee,public_employee,independent_professional,self_employed,employer,family_business_owner,family_worker,total_jobs
22,4299.380591650576,583.107288471669,151.539060198957,367.7603602330426,1070.6287824102983,0,213.0773594050328,0,6685.493442369575
23,8030.376371278714,601.853833235609,1878.9740146362976,373.6482233603627,1301.2064541616587,0,0,0,12186.05889667264
24,14734.300412482506,411.6598485239036,2027.0931213364493,1014.2049923272068,2733.8277788906316,560.3485641268347,0,0,21481.434717687527
25,5326.468520438554,101.269331274384,390.336328603699,263.13870714172606,4351.128997335862,0,0,0,10432.341884794225
26,7087.094012439701,936.1706497274481,445.8148277754576,1206.3183331622924,2182.1123320874126,318.572483782108,50.0612191898309,0,12226.143858164252
27,39277.012658073145,1035.4528107267652,145.5233816941041,1325.0007580315028,5267.426022687423,804.9646271036869,595.1650976204467,35.8894769927096,48486.43483292978
28,14541.795872798695,423.2419120913144,463.41675717897544,1439.0396235962755,4046.5240466248274,105.97616799410396,296.10587190738704,0,21316.100252191583
29,53500.33092914116,3756.7504262942816,1513.84882243333,4321.960571385114,8376.157736659907,45.15732383697396,226.7885292666479,0,71740.9943390174
30,8259.251992526786,305.4422841359962,132.965783789805,1021.0704078023492,2679.2455527402753,301.6649743817732,10.4041353383459,0,12710.045130715327
31,16049.564510433554,666.532714301745,3109.248151972444,1982.085240560319,4546.915660263422,942.1151643995271,154.1684826239017,0,27450.62992455491
32,40557.383886826254,1753.9858355326874,1261.4244888385133,874.967017812119,8628.845095303115,669.1143601280937,179.274721365396,0,53924.99540580617
33,745.9852672954619,50.5145158083691,0,212.8376610940047,294.0622535688918,0,0,0,1303.3996977667275
34,6558.600315319577,58.2977730452949,0,569.0632546364943,2458.5172597066394,0,0,0,9644.478602708004
35,35251.24785222833,2452.5837787076157,819.4527350398636,959.8278071136943,8164.5194196488765,359.7174082753811,383.7892262949499,22.699363282696705,48413.83759059142
36,22845.56402115044,1343.137773013104,480.4048055720868,1632.6579541930123,8999.125065395107,484.60923814041314,20.3964956932826,0,35805.895353157444
37,7191.028289218191,243.70607281446792,1200.002373515989,247.9013558103884,2229.652086840384,55.1238883138757,73.5298208257789,97.3430961319743,11338.286983471047
38,3074.474945027816,0,0,0,803.9777312712487,0,44.4285714285714,95.3333333333333,4018.2145810609695
39,7748.798347754508,101.192271199863,782.9197386590138,91.03426131748,3439.387760735626,47.0818135711606,91.03426131748,91.03426131748,12392.482715872608
