destination_zone,destination_industry_work,commerce_work,services_work,education,shopping,health,leisure,home,job_search,personal_business,meal,total
133,366.70612416504184,4255.653014501928,14465.476967460732,17967.561802755543,966.2765163822245,4803.892610863076,1832.6205453909913,28545.654861778723,0,900.1955301644203,615.3519468206057,74719.38992028328
134,873.3740310120124,2031.858538813624,14301.313837849604,13328.710318270996,828.1562724637154,2472.6066699688927,0,29297.199259203662,0,992.1105143758663,322.40772137771916,64447.737163336096
135,487.33843552355745,1857.716790179376,12336.180948083544,13735.12672650857,433.051551216014,4065.249660029327,2184.518319861596,33905.15127389036,0,944.1481363784761,85.74029456416616,70034.22213623498
136,6524.069672638306,1971.1629161556675,13394.092051342865,9231.761711188365,2626.211423490825,566.26225232722,1071.37609540086,30895.488587280815,56.3114049841942,1889.7649761609173,1131.075523478396,69357.57661444845
137,548.3259426244745,1870.436819646833,10742.637040960151,13533.903899751049,686.101854660562,1419.826646421697,15.567557047487297,39377.39837383595,0,1350.955051846598,853.0088965273419,70398.16208332215
138,4532.198968427576,4274.2257466123865,7077.817901586294,4432.348845596752,2627.545903877292,0,228.19612540278288,10758.167889855273,0,297.4824132179941,0,34227.98379457635
139,1156.890641918194,1096.30907080074,4320.538213126114,10132.718734218375,470.77824883207154,2527.0142017844573,2092.211847878176,28910.069479413905,0,25.052156603847347,0,50731.58259457588
140,683.9833698560029,1923.6503266992609,6485.935454136522,9841.336293002054,1493.493430558626,1104.1919668085395,1104.8352679333384,33728.94152946504,0,1394.7534687114544,0,57761.12110717083
141,2958.197614928276,7246.58516053125,26254.48671834893,21716.139615021595,961.2424148417741,5129.575197830837,1207.7346905184684,82675.75550214658,0,4843.73142721839,0,152993.4483413861
142,3411.6103207059264,2072.740912342289,6214.583590429905,5902.605815232136,1420.871654902412,834.7243354715239,197.4068856946208,50631.267459609706,0,74.37725214654239,0,70760.18822653506
143,0,0,0,0,0,0,0,0,0,0,0,0
144,792.3773189210976,7934.424634806918,17729.034637452954,29893.724035789055,11582.666487179857,3488.880909967999,3582.841806305321,97851.93713581024,0,4059.8748705439966,655.3172397682313,177571.07907654566
145,0,318.73845839333353,1076.7982576460963,5045.909987100674,0,0,702.5094312474173,6089.53390119417,0,47.098905687746786,75.52824072368065,13356.117181993117
146,0,0,0,0,0,0,0,0,0,0,0,0
147,2578.016200464823,2066.0431126622716,5220.442897657878,5828.967199882944,209.5261261654045,245.1729554537106,316.86452313967675,28489.614637489944,0,268.2186063492583,0,45222.86625926591
148,745.596260584174,582.5193490586827,6412.700851116392,4951.023312320553,88.50833015621895,1974.9968967418984,0,19758.978695727357,0,2058.5116072773412,0,36572.83530298262
149,0,0,0,0,0,0,280.00685782011203,0,0,0,0,280.00685782011203
150,2184.7227407080604,615.869130694764,4943.806473268196,9008.062720914835,113.91201411977548,864.3074459757303,1833.039163371942,40233.86535080521,0,34.25323218771739,615.869130694764,60447.70740274099
151,2469.0292049902146,1673.7179154603753,16644.313350078108,6695.805557571295,1037.779490087829,0,4076.337593803451,65936.13752335984,0,673.7359903928451,169.3054314936473,99376.1620572376
152,840.4025687157252,4563.284475125193,5215.741940662791,7810.681044330613,3075.886648790937,1044.1741317091885,2066.4274563363047,33497.31864218446,604.3614673976674,2109.2048147169644,0,60827.48318996984
153,811.9580521247082,629.829612525612,5274.844610349616,2602.250608897224,1711.4447779947532,891.3863274591665,1486.7495708297056,16840.509264892306,0,217.23170213137976,0,30466.20452720447
154,1385.775287989281,3452.2935338631587,19710.421573308216,27055.607827046017,2342.96568344405,920.9068170182272,4289.32360023008,35622.709109655974,0,5902.82035100845,689.9011772663623,101372.72496082982
