residence_zone,employed,casual_worker,medical_leave,retired,unemployed,never_worked,homemaker,student,total
182,20477.870717102305,1176.389710041067,0,8226.0418480665485,4758.357487100835,2680.5900671231038,1802.900294920079,6745.8498756460685,45868.00000000001
183,20396.702100156785,0,1107.8494232358639,6386.1328514719653,5853.9160374614203,2329.8970557636444,2390.5041879437199,7780.9983439665921,46245.999999999985
184,10771.730517998551,0,0,3183.5587013948084,1894.0221393615136,1151.9212540036401,2036.1203467801001,4648.6470404613719,23685.999999999985
185,12273.719251631226,728.7278446056871,0,3845.9343122508308,890.16704722778309,1923.3308619112156,2331.7325836322916,4440.3880987409666,26434
186,5525.1989413014335,62.524755628129199,50.2969261032692,991.67824985886307,723.81109519065092,644.56887846537154,535.73821231786712,1577.1829411344172,10111.000000000002
187,19717.837159125731,2768.5388020441701,0,7289.8553021950738,7014.0998707562139,3192.4484017978775,2209.8159290620815,6332.4045350188635,48525.000000000015
188,13499.049788960074,1537.4020834294356,0,3138.6291482413872,3118.2086997984197,925.59255145983605,990.50559963377918,5557.6121284770743,28767.000000000004
189,18071.787793847845,0,0,6983.5890604323768,9743.6293502161316,3239.3133769898959,854.24647468599017,11012.433943827777,49905.00000000002
190,17422.040764370598,457.90972877898798,0,3938.0245052722657,5383.2765052839486,1632.3880615661469,2108.0815054477639,5365.2789292802881,36307
191,-,-,-,-,-,-,-,-,0
192,16396.121584004566,531.04995794028196,120.497406590106,4345.3560645769403,2343.4076062303784,2838.7117359851695,4230.989190144629,7016.8664545279171,37822.999999999985
193,8422.264957659736,219.646876620852,0,3186.5428152190602,5885.2312843989575,1732.612317137769,1388.0313005068347,4336.6704484567827,25170.999999999993
194,10765.295427197356,196.04818028353151,0,4268.3280848768809,1961.8254349872816,2238.8248941826569,1885.2757886057946,5292.4021898664923,26607.999999999993
195,20328.388559559848,0,0,4101.9169666180978,3507.9696927895111,3388.7370165321631,1960.7974262011116,7100.1903382992632,40387.99999999999
196,12884.566494795516,1579.4334811279559,178.28989929649001,3531.3636262265754,3242.3687176295566,3076.5720720336099,2844.9738502432988,6262.4318586469853,33599.999999999985
197,9133.0149364541303,150.503207404184,90.238934895200799,2717.8187450578816,3020.5351968638643,1413.8315292236048,2561.4108475110711,4307.6466025900663,23395
198,10795.264823076539,1046.8217766717648,0,3032.7279836489947,3517.2772171057427,1907.8834438459608,859.71806545175696,4869.306690199237,26028.999999999993
199,44377.766857778341,0,1804.3622031764239,9129.2024697957331,14080.199732597202,8202.0245716221343,6813.3809271399141,15227.063237890225,99633.99999999997
200,13551.47187595711,929.47582736355207,0,2666.5843380016745,5060.2505734826618,4737.1962709956697,1992.5651465917883,4052.4559676075655,32990.00000000002
201,27810.99860819921,0,636.97249701850501,8637.7371193966846,11274.727729549411,3305.7780904035103,5100.9508644257257,12361.835091007004,69129.00000000004
202,30711.028656574694,3619.9210510236999,0,5709.9770034250232,9368.0596381109553,3969.9382900196888,6444.674984507511,15215.400376338393,75038.99999999997
203,25303.699150399163,248.52232474250701,247.16372458211299,5146.178496995467,4483.7869136681111,3972.0000000000014,3670.4628972562346,9984.1864923564099,53056
