origin_zone,metro,train,bus,chartered_transport,school_transport,car_driver,car_passenger,conventional_taxi,ride_hailing,motorcycle_driver,motorcycle_or_mototaxi_passenger,bicycle,walking,other,total
29,37952.37347137158,0,8756.328750196668,0,482.4781644402861,25238.690776682364,3871.687466664104,854.4107067464195,4829.162438646455,1955.760144388703,0,0,15491.937812471891,0,99432.82973160851
30,7207.421985539123,6.5651117069774765,3587.157373361655,268.0263503412099,518.7055555023178,7612.764388500059,2784.5161552604886,346.83764672794183,2589.9332762565273,126.58188141732433,0,264.12010954410056,12653.076187626722,52.0063693117338,38017.71239109619
31,29739.099685857105,0,17551.68948060096,0,1007.3372501887416,17904.502261291695,7121.462694281313,1083.7134158172494,5032.726312966766,7.304241303429345,0,2224.2603851363788,17759.370176195185,0,99431.46590363875
32,30443.996657196934,862.6025542226827,10362.870539492966,105.54364833639389,36.140310517627405,11768.612619348534,1864.5237702405325,625.5400000118094,8549.08656222873,355.39776690071716,50.97783825909862,340.45654927520764,14081.479883292106,0,79447.22869932331
33,292.0995330831132,48.46070237108491,504.93305163018425,0,786.841960151003,2920.8144397801384,280.4861537358373,15.35617393269752,33.638697141489686,53.09450738793632,0,89.80978707055945,1100.137448663167,0,6125.67245494721
34,2958.316416823606,477.63635156987186,2095.115417618509,0,839.5388503564437,6750.822760023097,2051.646590885371,288.3959082971357,1060.0255547526558,108.0581603825939,107.72946635861643,0,5312.338455574249,0,22049.623932642146
35,19571.006527274083,2831.5613741329976,12221.449505905564,422.5037244235371,938.1092859835759,11377.580282697128,3667.556028945668,552.7692359338826,3139.106996320095,5328.056127058333,0,1158.125694925644,35499.26986773164,0,96707.09465133218
36,24485.47807626874,361.4753869414778,8629.763751791297,142.98647205304965,1600.457086422856,18212.82197279795,3520.8262326231006,210.8340776503071,5629.052713216732,163.45308152261114,0,137.24636000035412,25557.562278307316,0,88651.95748959579
37,2422.4443233262896,1271.1388979747117,5012.999826008198,0,582.1387946134805,5201.298137886918,1769.277613389352,59.09814694515203,1007.051442599535,707.717919159369,0,216.4441925081244,2624.9381977851426,0,20874.54749219628
38,86.0339488280617,0,1603.0143546121535,0,165.14762112347154,2012.771842379819,2069.444956591407,0,351.93314969674935,221.35064542886428,0,2311.5922509424336,2622.5261162797005,0,11443.814885882652
