work_zone,secondary_sector_jobs,tertiary_sector,other,total
496,4992.284426899338,16566.903799118554,0,21559.18822601789
497,3587.4006057240344,6589.658346891004,0,10177.058952615038
498,3039.247677018945,14064.882825934144,0,17104.13050295309
499,5179.136195828522,40330.7055807875,0,45509.84177661602
500,1214.4750207122297,34234.370737128,0,35448.84575784023
501,1103.913795329982,16130.08370434852,0,17233.997499678502
502,5241.654912845678,32520.066886119916,0,37761.72179896559
503,819.363064298508,9241.19667549597,0,10060.559739794478
504,0,13996.307547578132,0,13996.307547578132
505,2708.0633943634166,22901.51950749258,0,25609.582901855996
506,3324.2246435128477,12152.695457405733,0,15476.92010091858
507,1361.1287202174826,7784.366910202059,0,9145.49563041954
508,2543.4198936891644,11962.094125637534,0,14505.514019326698
509,3453.1715381615613,26595.539748584295,0,30048.711286745856
510,2079.868582775755,12512.550008104712,0,14592.418590880468
511,1959.956247905988,15362.10975042108,0,17322.065998327067
512,6282.261302967944,12083.424453121766,0,18365.68575608971
513,6568.591066527692,7206.291372925421,0,13774.882439453117
514,10655.608389732191,14652.520358799113,81.8394217013464,25389.96817023265
515,50.8393570542639,1490.907884399553,0,1541.747241453817
516,6087.116983779024,35479.91522972271,189.078958551851,41756.111172053585
517,12071.61334134941,14389.368213394824,0,26460.98155474423
518,12080.575525248609,39793.468787279104,1776.5066478235933,53650.550960351306
519,508.82710333675607,1593.1908757817953,100.610821473862,2202.628800592413
520,0,100.610821473862,0,100.610821473862
521,2276.7579522475617,17234.146889661846,3331.40943627281,22842.314278182217
522,4482.12201291243,21018.269546078183,431.060660002177,25931.452218992792
523,125.2843966087861,917.1879017529669,0,1042.472298361753
524,4829.888347058499,19662.037112275615,0,24491.92545933411
525,11852.19326134059,24380.479831944027,0,36232.67309328462
526,16704.00679267271,47653.932641707026,0,64357.939434379725
527,1553.8178091699851,3804.938250645688,0,5358.756059815672
