residence_zone,illiterate_or_incomplete_primary_i,complete_primary_i_or_incomplete_primary_ii,complete_primary_ii_or_incomplete_secondary,complete_secondary_or_incomplete_higher,complete_higher_education,total
77,1987.061110846262,1377.8250134565499,887.72237084389235,4594.1270264014738,13485.264478451825,22332
78,1747.092094894012,773.20077683429724,742.09628941102062,2228.877437913321,12503.73340094736,17995.00000000001
79,817.0152516644057,410.48635726174479,192.03838957666568,1458.6602717246246,6675.7997297725587,9554
80,1472.4988547392741,704.54103481847005,547.70688283076947,3605.9110714134554,12744.34215619803,19075
81,991.99999999999909,354.93650793650778,620.83849206349191,1212.4796285585753,8731.7453714414332,11912.000000000007
82,1241.0397369808011,446.97574949604194,717.76696571181287,1713.0213339947272,8279.1962138166164,12398
83,2086.0997149702021,1271.2547458904164,508.4905509996313,4561.1039995720239,14952.050988567713,23378.999999999985
84,1867.6025989826642,646.25031949821982,574.45302830114179,2802.8477813404979,10806.846271877481,16698.000000000004
85,494.90519480519532,222.04526632787488,190.4588744588745,608.23829600351371,2775.3523684045422,4291
86,294.995482554521,104.27277478990379,167.48446199671551,630.62400801036347,1833.6232726484957,3030.999999999999
87,1651.0763712430351,994.93156324733843,764.40132782017417,3048.5355021317728,10290.05523555768,16749
88,3897.1390695638402,2400.6665572239363,1558.1457163983248,6476.8028097234201,24799.245847090519,39132.00000000005
89,1236.1125193041876,798.07890160429679,1252.8311504152116,3509.2003235605998,5528.777105115706,12325.000000000002
90,1236.1480243740241,541.57115955683525,568.31130834561009,2569.8333484467234,7793.1361592768035,12708.999999999996
91,2869.6193925666889,1833.8649124727219,1423.6836738907591,4885.3145314011826,3327.5174896686481,14340
92,578.93333333333339,129.6388888888888,364.26666666666659,890.38758169934624,1522.7735294117649,3486
93,899.44864832419694,629.28438606716145,690.58997739451797,2051.1346091582914,6081.5423790558316,10352
94,665.65130699782321,315.85791549799012,430.67901327823307,1182.0696806139849,3494.7420836119668,6088.999999999998
95,1194.6592998358919,663.26863724655129,842.2548613570533,2668.1423586502492,11002.674842910252,16370.999999999998
96,569.721560155068,408.37765459722357,223.93984334458872,1233.9533177675089,3990.0076241356123,6426.000000000002
97,1297.6368772782046,443.57236718208588,629.33220827683374,2615.7862826561704,10503.672264606701,15489.999999999996
98,1439.6834977339372,885.60502723083346,1001.5929314087667,2453.2704767906048,3051.8480668358584,8832
99,1430.4617729153053,491.84573769987236,724.90267064141642,3516.8651079892111,2582.9247107541914,8746.999999999996
100,2432.1783524298262,1359.0950416877351,1863.2200384825103,8634.3691233211812,9419.1374440787513,23708.000000000004
101,1968.3185633934077,1671.2657455292865,768.24585554295936,5209.0834441353218,11948.086391399025,21565
102,1347.3999116757834,827.87822237538023,492.9519125115304,1869.6256632536436,7517.1442901836681,12055.000000000004
