residence_zone,illiterate_or_incomplete_primary_i,complete_primary_i_or_incomplete_primary_ii,complete_primary_ii_or_incomplete_secondary,complete_secondary_or_incomplete_higher,complete_higher_education,total
269,2762.2284815574212,1053.221242271662,2178.2774317516078,5127.202881466058,18231.069962953265,29352.000000000015
270,1002.4390597852938,514.75613581554626,633.48464854443523,2442.6532684157523,4892.6668874389725,9486
271,-,-,-,-,-,0
272,2316.4017505506895,1970.0913287859523,983.87078018112754,5543.6171615038993,10269.018978978314,21082.999999999985
273,6636.9489815770485,7369.527161756645,7454.4714692859079,18886.754967461566,21517.297419918817,61864.999999999985
274,3142.7341968814862,4936.6478944591881,3750.5606323577376,10528.955245161516,9451.1020311400698,31810
275,4821.8891736802952,3242.8901639238702,2856.8766141017113,10969.508442818138,16560.835605475979,38451.99999999999
276,18052.801062626182,15659.574837180158,10037.939294234502,29602.483550527824,14828.201255431351,88181.00000000001
277,6346.4417518195023,2605.6360707820659,4388.4289320211619,21377.311218078015,22911.182027299285,57629.00000000003
278,27184.23634462984,23318.00633056814,17773.261009457798,45132.800013986984,9538.6963013572604,122947.00000000004
279,14967.863126978598,13022.599078240182,14451.447290084168,23466.357331909487,8924.7331727875844,74833.00000000003
280,2429.4504140834124,771.98847176885192,2548.4977527794736,9537.0231428111365,10276.040218557127,25563
281,3767.0744536557299,1843.7839746606805,2573.9111884414474,7927.0426361330328,23533.187747109085,39644.99999999997
282,3681.2258140387648,3576.8998098639736,2080.4866407852792,10314.463445475085,16581.92428983689,36234.99999999999
283,1653.7773905999297,439.43469038276083,1727.509304742629,3947.3168327833519,9593.9617814913381,17362.000000000007
284,9929.6703764112572,5498.615254364322,11217.439243121002,20087.415218849419,5719.859907254021,52453.00000000002
285,23264.309438054162,15974.16183931555,19971.408144040361,48532.003759075247,7456.1168195146647,115197.99999999996
286,1097.1055266587769,1175.8442448433054,1473.5605598487239,4061.2089326537434,3703.2807359954513,11511
287,4959.6142434736748,2464.8528689458713,3340.7242128206253,6028.9975485913146,10690.811126168508,27484.999999999996
288,3145.5318338527186,411.87039931824046,2199.3475847492177,7214.9451400141161,5289.30504206571,18261.000000000004
289,7507.0432823304891,6936.5537950180133,3711.3611570760122,16837.187930375265,9853.8538352002088,44845.999999999985
290,10330.99725563575,10013.293684878718,4718.030563281086,20455.694320931067,7361.9841752733691,52879.99999999999
291,17180.631018606018,7866.3776722671319,6220.5243063300431,27651.113236168272,12087.353766628528,71006
292,13591.552290571339,9184.8852426620906,7879.4699590777345,24113.839102314851,10309.253405373966,65078.999999999985
293,16581.186639490901,12784.446701075782,7995.6894298743,24248.979188015121,15292.69804154389,76902.99999999999
294,33424.040706107487,13172.624147056709,9628.3345671545085,40652.751015359987,4893.2495643213288,101771.00000000004
295,37966.257253797106,15323.533514818977,20225.598153147039,45350.657250450829,10474.953827786114,129341.00000000006
296,5883.7785711752686,3202.7793699461349,3165.5518425495138,7469.5459523878862,1619.3442639411969,21341
297,1426.6404471831283,442.03906141167641,449.37936086330359,3377.3604322617803,625.58069828010775,6320.999999999996
298,47467.954369229992,18807.744621458081,23855.626838822827,54116.364298292152,6945.3098721969027,151192.99999999994
299,3214.7661120326629,2230.8631260544453,1696.5085071217045,3476.5257234688897,1108.3365313223057,11727.000000000007
300,-,-,-,-,-,0
301,3371.5642270994022,2105.076931773297,3551.0209994952907,12929.712849633997,19728.624991998033,41686.00000000002
302,1400.1791666666661,638.9157509157526,429.5,1430.7166208791209,8650.6884615384697,12550.000000000007
303,2323.8451066221542,564.52227427634648,2335.7103266818162,4709.4580023095587,9073.4642901101306,19007.000000000007
304,1642.5159011126523,945.56860518696715,1289.4775169464722,3612.2467996982314,6737.1911770556771,14227
305,13200.111362632686,11626.175403881109,13819.482108466189,25706.177425934795,9053.0536990852124,73405
306,23794.033082626571,15533.739499922352,16995.613167749758,38658.693140740266,18666.921108961044,113649
307,19913.856403006816,7031.393200520306,9690.9772658787733,39398.366534873086,2733.4065957210041,78767.99999999997
308,30187.807084113756,25243.392097857144,17919.744923057144,35151.197118975593,5642.8587759964212,114145.00000000006
309,8460.9168514939574,8213.6214223088318,8632.1195680275014,11589.145178323512,2636.1969798462005,39532.00000000001
310,20183.874407773408,6516.525171967367,6351.6750068648462,20883.435937380906,6928.4894760134812,60864.000000000015
311,5238.4523418333956,3845.3445272249405,4583.4320742224254,10305.257292967708,2008.513763751545,25981.000000000015
312,21117.883233334109,14504.100666924383,16346.588263320098,22645.09207206772,4034.3357643537179,78648.00000000003
313,6316.0468576877274,4706.0780592089086,4235.4789427243295,12391.984089709033,12277.412050670009,39927.00000000001
314,4771.3973303158937,3417.7019600974982,1960.8083317177668,8622.9303645139516,2259.1620133548818,21031.999999999993
315,25051.535439443633,18509.354011041611,8424.7201452934351,31726.57656363893,12647.813840582372,96359.99999999997
316,27024.060157054577,18438.974903874223,19930.224508311137,40458.694452295618,14323.045978464432,120175
317,1642.6512164210349,1018.101032901454,457.91416428485434,2871.0344590895065,6879.2991273031466,12868.999999999996
318,342.81451612903226,201.91964420459743,91.237135176651293,550.08677944862154,1458.9419250410972,2645
319,3411.8791064720904,1862.85567646237,3130.0955067653895,4614.3157197252267,8046.8539905749294,21066.000000000007
320,1244.1934523602567,585.4620920135427,413.86802281127478,1868.4162450080819,4084.0601878068442,8196
321,15248.187406733667,17315.10862521227,12684.081593995241,20210.485427465144,8900.1369465936968,74358.00000000003
322,5709.2973290289046,2395.9088422938762,2821.8186781001955,7151.4047236919178,21884.57042688509,39962.999999999985
323,7746.889501102999,2883.4344162200587,2920.2936801971482,11942.547605531518,33045.834796948213,58538.999999999935
324,16362.943010287334,6692.8146310615321,8396.6584579128794,20663.483657777797,17614.100242960496,69730.00000000004
325,9126.9404650900287,6598.1624888237811,14574.325758906154,27695.827505057838,14058.743782122181,72053.99999999999
326,6374.5697723130515,7656.7502402996652,4880.6933405197969,16604.500264137328,3692.4863827301679,39209.00000000001
327,9177.7053571048618,5373.4261466940643,10727.237631213513,26041.988300705758,9715.6425642817976,61035.99999999999
328,3653.7730012980264,1695.5313049918773,650.69609711166527,4937.5639070280249,15024.435689570399,25961.999999999993
329,2588.3008206355057,1371.7405993641801,1552.7479386052451,7482.5539486001335,9835.6566927949316,22830.999999999996
330,3888.8050883109895,1281.5333485737563,1552.6094364825881,7423.6363763580148,17910.415750274657,32057.000000000004
331,6985.1416762459694,5765.9355489827249,4210.7272410589994,14014.812494953401,14996.383038758906,45973
332,7031.6244018910338,6552.4956854813909,4145.4271406783564,23726.130973665793,6346.3217982834649,47802.00000000005
333,8468.4983338880211,5138.6012317607901,5707.6997498316241,17414.687698747279,8218.512985772295,44948.00000000001
334,4744.6645092229182,3922.9527847184804,4071.2463868937225,10112.275186980494,5061.8611321843791,27912.999999999993
335,7011.660465883796,2955.458071813413,4535.7327542727689,13376.312697145022,14521.836010885021,42401.00000000002
336,6750.6585662842899,6331.9191452532705,5331.4369964624384,10234.773457570229,12860.211834429769,41509
337,8954.7403394607463,5173.5338169317038,5321.1958759755462,9431.3868247835435,22111.143142848436,50991.99999999998
338,1238.6940604700699,2748.5433134999666,928.32444097278892,8059.9262046038148,9055.5119804533588,22031
339,6880.5103372844223,5898.9878839633866,3822.7680571077622,12828.13812985515,5296.5955917892743,34726.99999999999
340,-,-,-,-,-,0
341,484.87797799088435,521.6095110837864,791.20641722878463,2167.8070314787406,3440.4990622178029,7405.999999999998
342,30.385179974530601,712.46015653199811,699.97871693685374,2797.876845437841,5162.2991011187787,9403.000000000002
343,3923.8983973445615,4615.2970647591446,695.76924589521923,11173.700031739982,15782.335260261105,36191.000000000015
344,764.02078455971548,235.58520786421701,421.26011647283212,1007.3606541042629,2867.7732369989722,5296
345,6246.0873034357564,5877.465804753856,6061.6373847909244,17370.008924020956,14571.8005829985,50126.99999999999
346,8256.4256824391996,6629.4600833434779,6253.230352208715,15513.099726791826,5027.7841552167811,41680
347,-,-,-,-,-,0
348,14498.506356399614,12594.952600408631,20133.254704121133,27210.219166108851,11554.067172961742,85990.99999999997
349,2306.4748321135507,1481.8669384167181,1758.4703132782649,3587.1715993621265,557.01631682933851,9690.999999999998
350,-,-,-,-,-,0
351,16379.928892052782,10935.906200989673,14030.421462005954,26016.464047589048,5433.2793973625576,72796.00000000001
352,10868.498198521576,12498.408185696191,10140.422407710092,34616.036982048601,7099.634226023556,75223.00000000001
353,-,-,-,-,-,0
354,-,-,-,-,-,0
355,-,-,-,-,-,0
356,9932.262057875967,12328.929051163776,7897.9066869396656,17886.761382201239,7139.1408218193619,55185.00000000001
357,22640.443597255267,18259.975910344558,20603.499195588014,39309.352492364218,6425.7288044479474,107239
358,1467.8015873015861,1080.0833333333333,1222.2052669552666,2403.3643578643573,372.54545454545462,6545.999999999999
359,7468.0558503170732,5199.4395628231468,5055.6078998998119,13975.257649129178,6769.639037830796,38468.00000000001
360,2432.8839031371826,0,332.43299477363598,3564.8812681550125,13317.801833934171,19648
361,5735.2486585115057,4342.0034890659754,2065.9886556164929,8283.3845143628423,1788.3746824431892,22215.000000000007
362,4418.8344397776973,3309.0380735332151,2782.9742408694433,4685.169556126888,600.98368969275236,15796.999999999996
363,1593.2935300216081,1711.9592660798303,1489.3431295559512,6267.971653472885,6899.432420869728,17962.000000000004
364,4651.9735557284785,3627.4090226120838,4232.9406624691837,16974.57660601542,9716.1001531748261,39202.99999999999
365,1401.2071920317428,1632.4280583535171,1879.762073822066,3160.0088463295306,632.5938294631427,8706
366,1360.0321278416141,816.68922795147682,1217.3069971295693,3421.5650266802368,2439.4066203971042,9255
367,9489.1943805956525,1844.6999375946316,3067.3713665660039,19800.230807219887,8036.5035080238304,42238
368,5811.4050474613941,1660.5384049786385,3222.7298635583124,16377.315105369033,7911.0115786326314,34983.000000000015
369,7765.6768878091771,4071.680674034119,4406.9331865646591,20664.867494565566,5897.8417570264619,42806.999999999985
370,9441.2482435507136,6032.7261245280351,3624.8868853696263,24625.429905874691,11149.708840676936,54874
371,17069.698061925774,8157.1773981525912,16063.167080835325,41528.497040238733,14843.46041884755,97661.99999999997
372,12894.888571166643,5862.4967347147758,9380.6770075869172,31273.640961158333,8483.2967253733077,67894.99999999997
373,8283.6928884066874,6162.4330926952516,6057.7827546987046,25827.128349739894,8042.9629144594674,54374
374,13700.349068025438,4093.6228913539144,10198.145682943752,28401.191958039424,5227.6903996374631,61620.999999999985
375,-,-,-,-,-,0
376,17589.826711352587,11783.925305510626,11195.233437445499,28771.264745470075,3150.7498002212096,72491
377,9513.1607763427837,4318.7072843207898,8329.6369753661766,19861.892842179823,5643.6021217904454,47667.000000000015
378,48332.708915893723,27222.37892693335,28019.974010689533,85236.418040450211,8980.5201060330364,197791.99999999985
379,22971.729704268546,9393.3377916146528,16733.237182821555,46867.770342447351,9494.9249788478774,105460.99999999996
380,11697.849279620195,5739.5269775177367,2211.5122101507231,30850.692050354672,6447.4194823566768,56947.00000000001
381,25158.762916890311,9266.6874589143317,12480.322168837258,50217.58213715523,7132.6453182029154,104256.00000000004
382,-,-,-,-,-,0
383,14402.659428877882,13290.212502929639,18289.304762226926,47900.983684256484,4771.8396217090585,98654.99999999999
384,18807.772585442941,14426.009073349598,12952.44043833564,34435.965981000016,1074.81192187179,81696.99999999999
385,7468.8498667417225,2297.7903481485032,4885.604909106607,14353.687982343567,585.06689365960699,29591.000000000007
386,-,-,-,-,-,0
387,863.48356804238711,541.77250708774852,613.89190828272467,1968.0315212451703,213.82049534196759,4200.999999999998
388,16218.31893387677,6084.9940189879371,6986.4246044525935,41573.680186103666,6325.5822565790158,77188.99999999999
389,464.12357415792508,550.81231684405657,846.91053083946747,2575.4818349592665,2945.6717431992897,7383.000000000005
390,11503.914872128407,7046.9161077046265,6178.5478998177414,15392.482623296559,3020.138497052696,43142.00000000003
391,1464.9696969696979,1770.5227272727279,1908.0954545454545,3960.0757575757598,1836.336363636364,10940.000000000004
392,-,-,-,-,-,0
393,-,-,-,-,-,0
394,15923.489679164995,19125.668005772441,9779.7735218318194,30810.432258906694,8297.6365343240595,83937.00000000001
395,-,-,-,-,-,0
396,20611.899594412287,20881.765487092594,14042.260918331252,37657.298478470781,6191.77552169313,99385.00000000004
397,4164.057126314945,3120.198270391907,3926.1014632100414,9047.2951482561311,1253.3479918269677,21510.999999999993
398,14424.267602217295,11181.820674699346,8553.7451354899877,39089.412894019202,10718.753693574188,83968.00000000003
399,21644.02009020995,14563.002980892526,20201.953127263139,35248.09289614686,10739.930905487492,102396.99999999996
400,12733.971184467195,13371.04152021922,12027.156804726466,24418.45860943395,4048.3718811531103,66598.99999999994
401,32048.400888044893,22187.572453959387,16016.281344538051,47365.306184003908,8045.4391294537309,125662.99999999996
402,20293.665438405569,16361.22508481466,12621.690852032931,29672.427405664333,4169.9912190825789,83119.00000000007
403,24741.349574646061,21128.330298811525,18177.113890527417,41789.734903778895,11098.47133223616,116935.00000000006
404,29347.757646614398,20178.150287942073,14452.229047281648,57235.050242060213,32812.81277610176,154026.0000000001
405,9167.8889361023375,2635.2496458364703,2771.3701832680586,9755.8320830207376,1817.6591517724039,26148.00000000001
406,3651.3894115138842,2829.0218146382313,1817.3294986309834,8545.4435091014457,751.8157661154695,17595.000000000015
407,16873.389188642086,11019.583398010574,5532.8808043835343,28665.34474661589,19578.801862347864,81669.99999999994
408,6460.8627503152247,5994.1139491406257,6236.0893687800572,13998.724412346532,7212.2095194175508,39901.99999999999
409,5063.0463806815724,2305.3191340706353,3451.8827222123964,9301.9754158905707,15992.776347144818,36114.99999999999
410,34247.212202096205,21622.591658918136,11310.105033547659,50636.268300325675,5078.8228051123351,122895
411,14881.898346280412,12535.531708041523,8059.2298624375135,20203.528965277979,3149.8111179625448,58829.99999999997
412,5519.5973589803834,3827.026638324151,3256.6141877865689,6707.7932732575164,3041.9685416513798,22352.999999999996
413,2812.8319807750895,1947.3265452193043,1587.2228411328877,6275.1304401649568,1254.488192707772,13877.000000000007
414,3134.0681818181811,2424.634948165869,2180.8884303561949,9274.1284688995183,2303.2799707602353,19316.999999999996
415,6128.2397218540191,4730.5836426010546,5676.8718065823023,18737.724266648256,5048.5805623143697,40322
416,5590.4378221064644,3110.0868009318929,3747.3917328677453,13142.63851270377,1296.445131390145,26887.000000000015
417,-,-,-,-,-,0
418,7487.8359855783474,5953.2101415264269,2822.910421364747,12407.505735987605,1553.5377155428541,30224.999999999985
419,-,-,-,-,-,0
420,4781.6736159736165,3237.9901744379017,1622.8029790031201,4269.4995619436404,1415.0336686417245,15327.000000000004
421,-,-,-,-,-,0
422,7545.6171928562453,3912.6438383077452,4271.0884496329636,12369.196971887028,3907.4535473160277,32006.00000000001
423,-,-,-,-,-,0
424,6487.7462545181152,5543.6670554626653,3598.9744967960578,13659.280764654615,21027.33142856853,50316.999999999985
425,10021.039639608218,3501.2478410532308,9797.4211134929828,20518.810620669105,12977.480785176498,56816.00000000003
426,6371.6921709121316,4248.4060547260542,1343.6707074113631,13447.675624796544,12970.555442153935,38382.00000000003
427,1250.0737834326465,354.48671989718639,1387.7923712325594,3076.8098697014193,1725.8372557361874,7794.999999999998
428,3295.8480703441046,1214.2300115297753,2163.2190980233941,6124.1377918227672,3688.5650282799588,16486
429,7679.0874738335915,6173.4434659953477,5445.7409546673871,22589.35983945422,29560.368266049463,71448.00000000001
430,3695.1561452097544,2831.7712076208209,4141.5330084804636,12856.651384138098,13101.888254550855,36626.99999999999
431,2774.287078224258,2660.0048201809618,2500.5439463533744,9522.1415124646519,9206.0226427767448,26662.99999999999
432,3994.858383817721,4103.5187692357913,2905.7920256289299,11253.910466172569,3005.9203551449727,25263.999999999985
433,4265.260867359274,2460.4307279617315,2436.6632808170934,7696.818864055982,13983.826259805923,30843.000000000004
434,4761.5089356027593,4406.6256066700653,5909.0310560249382,19073.230081311227,16819.604320391016,50970.00000000001
435,7560.0057796628735,5369.2100015818214,9146.4880660036524,18775.883506513161,13619.412646238501,54471.000000000015
436,7537.1702773425122,8957.0784210088259,8172.1207696219035,27390.938100576193,9901.6924314505595,61958.99999999999
437,6554.3252475532172,4074.527107823762,7715.3979912678042,16673.795273375923,10391.954379979292,45410
438,13889.036068260924,15572.642529006032,16428.916261321836,45635.890874814933,28193.514266596252,119720
439,21356.195309998115,15894.717411863559,14797.469494029163,34708.088520950543,30394.529263158674,117151.00000000006
440,24379.40835291336,21447.553486055589,23890.224426170662,50752.379947160611,4512.433787699787,124982
441,450.1721867053547,260.57748525839099,476.56228786694919,1185.3280345351802,148.36000563412549,2521.000000000001
442,7123.6054761402984,5514.9860471748107,8408.4842066232286,16199.264867997643,4570.6594020640205,41817
443,19358.494124378933,13838.396570872952,13720.791173509493,51094.935546792898,16581.382584445764,114594.00000000004
444,33769.895303445002,28644.5356272639,21391.546816234651,58774.903662569566,10236.118590486867,152817
445,16336.004402629451,11777.365824168195,9434.073071099243,35192.227013438394,15306.329688664686,88045.99999999997
446,6454.7748323942105,3905.5096782607866,3863.7154599928076,11689.928249989269,2222.0717793629183,28135.999999999993
447,10662.218395971537,12706.61833299353,10350.9178390822,34389.841955104574,10895.403476848189,79005.00000000004
448,4290.8854286727528,4813.2515121637607,5262.0845506622709,8642.2892372603255,1588.4892712408998,24597.000000000007
449,2438.5823812416861,2205.5037088059448,2512.551421341996,5239.790901972372,1693.5715866379951,14089.999999999993
450,1665.0669848111654,787.90000570151312,2686.3269661672102,6343.3002722473066,749.40577107279626,12231.999999999993
451,5752.6937046612857,2662.9530123148779,8184.3389830465421,13428.390481487031,2647.6238184902741,32676.000000000015
452,14260.252122931835,11773.882169587667,9686.5417031695997,41343.189786750758,20950.13421756012,98013.99999999997
453,8938.2777274837972,5263.0689488673888,7297.9780964713664,22480.730509954956,10770.944717222479,54750.999999999985
454,8124.7167032166244,1245.9672954773205,1643.7072142374325,11608.595793344146,19167.01299372446,41789.999999999985
455,9478.6088516911295,1253.352223154697,3539.2776077136868,18101.428174663339,22482.333142777177,54855.00000000003
456,10841.210180637345,8087.3985462575065,7512.2506371852451,27303.953522454634,36091.187113465268,89836
457,39550.872051694678,17601.978891526353,21598.971746195672,71396.343374918608,25306.833935664668,175455
458,18801.491518345378,13011.387118316221,10877.254094300255,28338.354398106898,21786.512870931248,92815
459,11053.279032181297,6464.0205646288487,8018.9162747681639,18746.855994517464,5663.9281339042527,49947.00000000002
460,3271.1429522095177,3000.0708510164832,1492.7651340704044,9489.1993474142328,3360.8217152893626,20614
461,-,-,-,-,-,0
462,27348.081103255419,15349.180902257876,26015.880705276271,64803.648952356481,18240.208336853957,151757
463,10518.922805913107,6094.6956023675893,10334.809422515911,25972.245808866686,16816.326360336701,69737
464,23212.002363457435,13856.735038440725,8539.3737104034371,39950.578107841822,11621.310779856582,97180
465,26885.88478178261,9043.018232547669,13715.494188582574,47942.40972973148,10275.193067355684,107862
466,13860.938364914091,7285.7470732360352,6076.3943499410598,22942.106618492257,3900.8135934165371,54065.99999999998
467,20538.0809062687,8402.3206058156247,7768.9601067893309,30716.733206021599,3960.9051751047168,71386.99999999999
468,8652.0912325611444,5576.1219783044144,6560.146064919436,27095.630094198146,23970.010630016845,71853.99999999999
469,8389.6574665891912,4012.9902063935356,6737.3600976973194,23302.036512933195,7326.9557163867203,49768.99999999997
470,23809.987926982802,14246.082291088438,9478.4381749827935,37243.48918054052,12186.002426405446,96964.00000000001
471,15541.631036736886,10525.628841042178,3681.3930478995298,27702.349554727567,4388.9975195938459,61840.00000000001
472,15549.347509358882,11582.260867255742,13440.533358189035,16709.762526194521,5633.0957390018175,62915
473,24670.034849604122,27377.10794222488,13867.9908850008,43571.290426190732,9572.5758969794242,119058.99999999996
474,10891.987596376457,12148.425191451177,7069.6158949832434,18946.253247166722,6538.7180700224353,55595.00000000003
475,3563.9322966542431,2652.3844567480096,1950.0596191330092,8228.0614175806477,2269.5622098840895,18664
476,43300.964532676284,16470.989054600439,18880.640373964939,54711.892118187847,15185.513920570405,148549.9999999999
477,1302.2411064414907,781.11339824382526,1039.3612624081329,1419.8721938551666,783.41203905138309,5325.999999999998
478,2013.4286241951165,973.61872600745346,1194.3343661410906,3347.6708584572098,587.94742519912688,8116.999999999996
479,3320.3421249034309,1724.4905238711717,2327.8975192379917,6505.3365682855519,2440.9332637018506,16318.999999999998
480,11474.698635017425,3435.1318394547916,4520.7772737631267,15712.66045486069,6346.7317969039714,41490.00000000001
481,6395.0377141555018,2307.0116026297333,1800.0612163593009,8251.4599925695766,2823.4294742858924,21577.000000000004
482,1387.2408090474119,284.31180298009622,574.78581334939327,1808.5883648581753,1028.0732097649236,5083
483,7561.4146767730499,2598.3166919956952,3895.4227063630542,10760.023470092125,2976.8224547760719,27791.999999999996
484,-,-,-,-,-,0
485,-,-,-,-,-,0
486,29591.363952826367,19398.125950487032,17068.441209930639,42999.849878373752,16388.219008382232,125446.00000000004
487,8739.3225959279971,4364.7699445378657,5916.9914590626076,16127.515786184351,23123.400214287183,58272.00000000001
488,-,-,-,-,-,0
489,-,-,-,-,-,0
490,10839.228919854922,11300.094276660802,4727.0236348723247,15602.950433848051,6306.7027347639196,48776.00000000003
491,11088.770147015572,10713.154720028089,10880.554572312176,18692.779872694719,9766.7406879494756,61142.00000000003
492,6353.9965068281545,4759.9053211629889,3391.7528030028693,10960.701838414783,2529.6435305911909,27995.99999999999
493,721.41092278995393,351.72592837813039,365.60871781153423,924.53193403527973,1365.7224969851029,3729.000000000001
494,29319.541559468551,27741.376358379301,22082.019445490387,42647.544938435858,9646.5176982259727,131437.00000000006
495,18005.419500069485,16679.475778123298,12957.363574245186,37318.265503364499,14864.475644197508,99824.99999999997
496,17039.476665509403,11137.95880942304,15189.462108365382,22740.597077445414,4190.5053392567315,70297.99999999997
497,9952.7638596891939,9231.2053997183848,5739.9243949919764,12132.050530621633,4691.0558149788149,41747
498,12119.008870494557,9335.6585847361475,5068.858508839081,16105.58388813457,8423.8901477956806,51053.00000000003
499,709.30883710491457,312.12706475481411,752.35248303996298,1687.0725341024022,1867.1390809979066,5328
500,2651.5027063689663,1142.126617509565,1277.2264243391724,6013.0073965163756,8459.1368552659151,19542.999999999993
501,7629.8418987155392,2582.6593629201966,4565.0308434884701,11206.761947196537,17712.705947679267,43697.000000000015
502,8114.7312395306717,4158.3542595910039,6240.6307346243302,16906.395339104842,25553.888427149152,60974
503,9665.3517365245425,4891.7034602296553,7278.4101562365586,17991.363244676191,4868.1714023330451,44694.999999999985
504,12004.328744206272,1507.8834103088909,8369.5019086210996,42731.421446902896,7332.8644899608416,71946
505,21535.03435630873,16430.125258846027,11380.904556398964,49529.459621031187,27826.476207415046,126701.99999999996
506,9295.2075238684447,6097.0423115158919,18659.581082999339,29572.110766796362,18502.058314819955,82125.99999999999
507,2751.2848369230242,1184.9605889739621,1712.5140206109991,7524.3815658124486,4272.8589876795786,17446.00000000001
508,2175.7541795018114,1307.9391588387264,2574.4227502280692,5234.7140611456052,5031.1698502857844,16323.999999999996
509,26456.8436766216,15268.06009722918,16375.481089575225,53609.625735053312,13374.989401520685,125085
510,10411.191095651178,4424.3097075313317,4646.3905735565368,19657.131835155102,6206.9767881058651,45346.000000000015
511,5119.134097177317,3316.2264175956484,5841.0937802689095,24587.719355120877,12444.826349837249,51309
512,7490.7707490391285,5918.7022042349927,3384.8966757903927,13193.009767666397,6286.6206032690779,36273.99999999999
513,2682.1239844669749,1064.0617704236852,1874.3507574891892,2992.5970698823176,703.86641773783958,9317.000000000005
514,18868.377228169375,14777.995810596714,21048.998272716599,30584.62138084045,14583.007307676886,99863.00000000003
515,1964.0876772209674,1227.9963261143143,837.49457125003846,3615.7069453101299,3751.7144801045438,11396.999999999993
516,5098.535574593504,4700.044989959657,2274.4388808159583,15182.246386420942,11282.73416820995,38538.000000000015
517,3897.0032115767845,2847.4707995047843,2704.7914082115044,7628.3656247775198,9084.3689559294071,26162
518,33664.598373917193,37047.85821497647,20398.462349290668,51534.282258944069,16738.79880287161,159384
519,2404.8694283969758,2026.0240074612318,973.34497473781516,3465.7615894039745,0,8869.999999999996
520,-,-,-,-,-,0
521,10744.055632716594,12575.726894592492,6010.7214690172023,17822.146417033538,2374.3495866401795,49527.00000000001
522,6127.1375227971494,7811.4025626376879,6541.6926005823498,20710.288303601679,10308.479010381128,51499
523,431.81913598177073,468.09556332293403,331.60067455747918,1639.1905076775645,2206.2941184602505,5076.999999999999
524,26373.382259944443,17782.794062939352,13020.989049185468,35326.926782447961,13868.907845482758,106372.99999999996
525,30732.569888806422,23712.581055886301,17425.438865673961,46814.662298081814,8334.7478915515057,127020
526,31390.233844288876,19111.789423674618,16731.397965985616,46161.180900896048,45980.397865154824,159375
527,5479.0477556652486,1810.4501379503765,3320.9500107794238,5597.8069035820927,2461.7451920228568,18669.999999999996
