residence_zone,age_0_3,age_4_6,age_7_10,age_11_14,age_15_17,age_18_22,age_23_29,age_30_39,age_40_49,age_50_59,age_60_plus,total
87,179.74581073507699,891.0708743127152,322.91492661265528,666.17812902950584,325.18385529913064,908.80983255734679,1071.1844009657284,2490.4785555514713,3060.4789042947491,2332.3689181792165,4500.5857924624088,16749.000000000004
88,870.15845142075591,1536.0727368912321,1137.8278806991111,1262.5576612231951,966.08143031752786,1524.0494514650054,2729.2262808360683,5891.2203135722702,7236.0662106995878,5330.0886733998805,10648.650909475373,39132.00000000001
89,223.35428171037299,0,348.46770960417979,564.69170052051481,255.90597523321719,667.05018355293203,870.39735948843395,1360.1889243018088,2506.9117661908385,1814.626988242255,3713.4051111554477,12325
90,188.65574747235419,428.07257270077423,326.43161153549704,590.00550549881143,179.6721404498613,783.35030177883982,819.30723264336461,1924.9570927230816,2366.1786011830677,1803.8777020294131,3298.4914919849389,12709.000000000004
91,544.17684387475299,120.43890363635801,591.32156160350905,350.02860692400498,716.05852159310621,854.81496977887934,1091.1979251041812,2507.5778298888581,2485.7582874528534,2048.247698852902,3030.3788512905949,14340
92,125.3333333333334,152.66666666666669,170,150,130.5,181.5,244,539,624.00000000000045,440,728.99999999999932,3486
93,212.12694241965448,449.72432416209847,360.97522215270249,471.84998646054493,148.2669681346035,765.7801008374679,811.21328434118664,1648.4309464163202,1910.464574626448,1345.1148504377861,2228.0528000111858,10351.999999999998
94,245.07782777385299,0,385.89343537485024,260.72109337643883,161.76488041195191,401.6282863182758,469.98643116454451,832.84860025502155,1157.8959861066028,817.33834313407328,1355.8451160843858,6088.999999999998
95,281.69523263175898,281.69523263175898,704.9653498219908,589.57212199693447,503.99689211826598,787.61668416418956,1064.4782844114059,2238.1052613060097,2437.8031491781117,2454.9651781966577,5026.1066135429164,16371
96,219.68723383427201,61.666591953480001,184.99977586044,259.1923943044705,104.83320632091601,408.32093386339977,409.04490225781819,840.20731536616427,1021.9530092464332,883.56663783345562,2032.5279991591512,6426.000000000001
97,381.06823143767161,290.10621011244109,626.46243572809226,418.38982307423356,408.51279109384063,796.43470325421742,1000.7292662944991,2084.7248609264925,2403.1085266894625,2269.4730227843529,4810.990128604687,15489.999999999993
98,223.68435083977599,256.05971740869097,256.05971740869109,520.36043721674207,240.75499866702199,642.91591575579798,645.62367368701803,1027.7707278059181,1745.9152226073072,1111.35803785657,2161.4972007464676,8832
99,326.1076845759614,400.32774909707371,224.38918214895381,334.67491528864377,134.655359209984,574.69257482455771,618.48531657451247,1235.938103405163,1516.7861937361602,1293.7597690615446,2087.1831520774435,8746.999999999998
100,621.15642358991795,0,832.77703698270409,1140.8596293784017,181.78195184030699,1685.542956096675,1343.529236171142,3809.5911006533343,4222.0592210231907,3795.2897201099622,6075.4127241543702,23708.000000000007
101,0,0,1502.9014738816868,394.52223730745197,364.93306950939302,1139.158871401097,1242.7774409980511,3388.9318366748657,3777.0475114521196,3392.2039241393913,6362.5236346359407,21564.999999999996
102,501.64030331119119,239.66262223147419,334.60899912670448,623.89501042893107,363.29185908499983,737.63697690346885,624.38538857224921,1597.8889970337184,2089.6351094333268,1784.9181755317775,3157.4365583421613,12055.000000000004
103,69.782419580403001,23.260806526801002,105.965896399871,132.99154549064468,71.382369235685502,95.761797139381258,197.71875307990757,333.40953213372353,402.46158575077396,378.92035580270942,691.34493886009784,2502.999999999999
104,226.13058717433401,125.9030476476627,432.85380150195022,178.78076858016391,232.70291971671153,361.06033056340766,527.46884064046867,980.77421704231745,1264.7376922757214,918.41757838060607,1140.1702164766541,6388.999999999997
105,465.45879387900413,431.81998377223715,368.35122923531713,755.95183751348952,315.62924587063497,778.66288806233172,994.90306717715532,1915.0850112613707,2519.8080743144915,2018.2932486494096,2437.0366202645541,13000.999999999996
106,345.9631895639518,147.91554239893242,349.63200936815201,295.50652892566723,226.2541679328331,348.46352156954026,716.52338416246971,1092.179176900353,1408.3363070557184,1126.2432447958809,946.98292732649952,7003.999999999998
107,308.594810336862,911.36569811775712,548.21105804052866,767.85473119607445,371.12970305381606,743.90992694348176,1754.3584097008306,2275.1064183366229,3074.9921529832864,2571.9324532048199,3033.5446380859244,16361.000000000004
108,213.24889566591631,294.25651274710992,71.410221536146196,111.6724109288952,103.61357715052111,315.99951928043947,378.56444886742463,824.89765196502651,1063.6277217843626,850.47587373138276,1057.2331663427735,5284.999999999998
109,5421.5995531491062,2785.8839251141612,7153.1048384328024,5722.1140337594688,5406.6183198436738,6877.5667702709688,11671.99903007066,19266.33232727792,17098.129124493524,15246.289894286463,22998.362183301248,119648
110,3227.1889962196178,2591.8877974612165,227.359913654526,2051.2867905374101,1643.1192620318259,6071.6887719437709,6620.431018242678,8166.1770808563233,11745.457332679089,9786.6674648298867,12410.735571543633,64541.99999999998
111,1781.9188859280052,479.72557624498103,1520.8387820452101,2996.0178724130101,2268.373698236328,3364.7545437412273,4741.6958501080726,9807.7815225160139,7696.9889371068402,6144.464700472834,10428.439631187457,51230.99999999998
112,1235.714800077704,1030.8258803170179,1519.2627177784279,1962.8857407781622,2464.4465044691142,656.22887223512703,4129.9501557896774,7437.5097714317608,7360.147291812129,5451.0027459963503,6613.0255193145276,39861
113,859.02977369953396,887.82924407119594,958.65942222359195,1288.7773124694688,807.82417216033639,1341.0928460686373,2193.788646557698,3445.8340819085438,4241.8808391256198,3426.3776673712132,5892.905994344158,25343.999999999996
114,-,-,-,-,-,-,-,-,-,-,-,0
115,1789.731762732818,3220.1535215999902,3013.7794426577188,3332.1402625836959,2430.0168654757072,3287.8667931224136,5451.1801635932034,9145.2368667137689,7580.9088548311302,5807.5074113098399,6901.4780553796891,51959.99999999997
116,9445.5873305115601,6563.5185120534752,8875.2094039158346,9589.6847535191373,6795.1883093257211,11544.712586021999,20245.099104652301,26533,24681.999999999996,19457.999999999996,21175.999999999989,164908.00000000003
117,4469.2425119520458,1577.3185612315028,4791.7253823178562,2254.2140345413059,0,4510.4433226609999,9352.4629644112774,11309.03472077617,9703.2808431091489,8332.3605364843243,5681.9171225153668,61982.00000000001
118,486.284459534392,843.97733556822993,999.05670314152781,738.36608600717511,536.61909210322324,1386.845299329691,1646.6779159090818,2749.2515287258198,2484.2017729405234,1814.0890906210761,1564.6307161192567,15249.999999999996
119,7256.2633799728574,1881.118819724694,6614.8930695539475,4949.6783562066967,3262.3750597442258,7758.4616010060581,9922.9462211485552,14632.958466265494,12753.320890849651,11199.213133207288,9671.7710023205527,89903.00000000003
120,-,-,-,-,-,-,-,-,-,-,-,0
121,5858.1745289045148,4017.359617736427,5323.3761824261765,4777.2374537052201,2467.0285579553984,5696.6311660565771,10591.248386611871,14029.147560999252,11869.728446596728,8919.2817669247925,8799.7863320830293,82348.99999999997
122,1896.9097988500471,3038.6069611760486,2222.0185734269389,2517.6095969574931,2086.2787006632889,3802.422312993177,6146.8669040317118,7924.6532448847802,6686.9241282220373,5724.2072932321462,5762.5024855623287,47808.99999999999
123,4955.9784743437594,2649.9333279283028,3290.3440529306354,3846.0553472031906,2549.6726764592822,5176.747593203685,7372.1694600903056,8908.3322732247561,9117.0233558777472,7180.1450034487852,7582.5984352895621,62629.00000000001
