work_zone,agriculture_jobs,construction,industry,commerce,freight_transport_services,passenger_transport_services,credit_financial_services,personal_services,food_services,health,education,specialized_services,public_administration,other,total
131,0,456.992516768706,1296.2265840690911,1826.2094148183044,0,1876.4469030121145,13.7311544770485,0,719.8678537309772,287.606060003351,96.8075316278426,2264.380703444024,93.2662109830811,2563.952047271373,11495.486980205917
132,0,0,447.97026394178874,280.0662806539269,224.537352245402,240.0194629390313,0,0,0,1036.5719277858327,0,0,333.9727114984705,856.2926714539042,3419.430670518357
133,0,286.5549142806647,1136.8429571618387,3426.679324006795,300.167324609905,230.575470415821,935.7980244454499,203.986149816103,1515.3104794386932,1620.838727973288,1462.8088255435628,4827.806019180778,1477.399529491129,6171.344450455616,23596.11219681965
134,0,330.7521997398856,724.6917625019418,2431.8319797977647,0,973.086276758418,0,510.8859010907016,1581.2165732428875,3459.7716702457583,1976.6672959811303,496.79943200976254,0,1933.7771994835605,14419.480290851809
135,0,297.296348299237,399.12835335282887,4197.991176842697,23.7887565876596,223.639771902733,574.004456958822,0,350.79433517310656,2932.6762704170505,265.6862974032091,3547.7960297742825,904.808555576323,6117.0240086162075,19834.63436090415
136,0,1376.3889394449125,2836.003042188846,3556.3955250982267,2109.7151931067688,714.2562570239741,219.302619834874,876.2807547872278,1517.765151597174,268.5986298983323,619.663006401303,3235.6733600876655,107.599063374338,4003.4086423500626,21441.050185193704
137,0,913.06043310964,2076.879534529088,5255.874095981521,1361.6441311620074,589.12794388148,0,1847.410386504827,238.99380882909608,1092.9569920836027,895.7903589806128,1710.7228369724708,427.240888946987,2627.3189943924076,19037.02040537374
138,0,1356.2248684575356,3769.0136931000898,4975.703095431549,428.35564218038706,0,0,0,391.4517817930297,425.26688970267,446.2481411689205,873.6267885321492,287.307166335473,2376.161301634042,15329.359368335843
139,0,665.1006746163991,701.139885470522,1375.97871470117,262.027105471481,0,0,195.7037348728132,923.827850705045,1749.3686968638951,90.5411752375201,327.64003758470596,0,2026.6938493772889,8318.02172490084
140,0,221.071020874439,570.0423225498164,3671.423982192618,0,0,0,1987.4473725854832,0,0,1287.9396445727434,2660.710700673499,0,942.9006212429352,11341.535664691535
141,0,5288.366876302199,1269.76135097217,6417.197495688813,1096.6926764496327,799.994181583616,0,3750.4792287348528,823.1267686824409,404.7032641552852,2472.2877772793167,3551.4160339800783,710.903053975705,5769.630833411075,32354.55954121519
142,0,1236.308154268143,951.142763251768,1406.8900541263254,209.9563359462,2944.444213537436,0,354.427729644077,2021.789010082883,0,306.055236600784,1058.192009539854,0,3036.8723071069567,13526.077814104428
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,955.3440009267541,434.962677765443,7472.4745659307455,3419.412026337201,1508.4105598175413,1091.397065244878,891.9508586688551,406.20626237534617,2403.8599882859057,948.5953435551521,4022.087610052491,613.375320840363,7791.818888999273,31959.89516879995
145,0,190.22011845906215,0,377.23548767831664,155.0495553225485,0,0,424.7115901600291,0,0,513.0020996796,509.4518374668716,0,487.8626701096521,2657.5333588760805
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,603.429882287,1333.6566740191513,1661.522478561158,0,397.10684541532146,0,125.889169837106,1018.078700510315,191.330696525356,481.53751043705694,1266.8739301609378,0,2494.721169212815,9574.147056966216
148,0,183.05097931839532,519.931962069298,945.3860172111973,0,0,196.442500944991,0,894.8831545422322,1132.043278016743,1234.389295707279,945.4642489565708,0,2024.1495758175688,8075.741012584277
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,1828.458961457829,3216.4318874722167,3443.051984219397,959.9824128073179,0,0,637.195055636188,319.463939571649,1537.7507329922882,1143.431546414984,641.8979987398833,0,1770.569062386635,15498.233581698389
151,0,1178.6756244967653,427.7054126076107,4534.810834358796,646.537447896317,1320.1455339807933,0,381.673213000742,0,527.9792934382644,1089.0955593910714,1304.060039823235,515.200657296082,5256.756822697108,17182.640438986782
152,0,0,1203.337548266628,2392.340225296424,128.8094020082293,494.769239897792,494.292711666152,82.1752201551379,1725.6059688220794,157.006581361799,595.7812672522022,1661.372918166323,186.889770306412,2687.6590123011415,11810.03986550032
153,0,126.629756123752,651.336743288801,1239.816012285366,0,0,0,371.74664575526,1271.14490740849,879.2353740240831,421.0551427096732,798.179457261316,1044.0473051953882,1309.5924632070542,8112.783807259184
154,0,2160.909544161341,2671.3581233844207,7545.188355846485,0,397.8057184962795,2216.554085645568,569.23650705353,554.640057773481,1216.1508354642633,1248.1886163874922,2251.063427242946,203.7029628385607,6120.188650125542,27154.986884419908
155,0,559.355071087445,1552.73863768024,517.060896986406,325.27875310626,469.4127311172079,0,969.6076805473502,489.967638984349,420.111415349353,0,0,0,1763.7741788644482,7067.307003723059
156,0,71.3527327828781,1506.6707386751243,5775.9806415458825,583.552343278865,171.918940347894,0,366.6878108074596,188.794276149233,3349.5839286110477,771.1143661014181,3366.992685294861,597.2322263126567,1573.0400233080045,18322.92071321532
157,0,142.714709143863,1375.2699280927495,165.8037946666254,46.3023970904424,136.886333161228,250.845574059272,147.057240262733,277.8031460159787,0,157.37178895421,134.664466073925,0,710.014112321853,3544.73348984288
158,0,0,3056.0993496900664,6004.395008736645,320.015528840722,0,0,445.307887327585,454.01528897456893,1300.776278055576,903.830929873028,1295.7340378750507,0,3111.781307452801,16891.955616826042
159,0,3272.84635631017,1293.914631076564,2724.1338299251615,1538.6055328473526,440.132607339018,116.181107985347,3201.336233548079,1548.334822497278,997.5233298912998,1916.2845228006868,197.991563013519,0,5921.909895313492,23169.194432547967
160,0,412.23478293174946,2769.6671289422948,3141.8078113361653,33.6588578447737,963.776634310221,0,0,2829.769887000185,499.7964567684112,1718.857622239263,2314.133160513437,1632.65938264794,1359.2798684074169,17675.641592941858
161,0,1041.304067264462,3966.6397762841134,9041.063869761387,6374.320110996154,531.6641818720484,450.839534204915,382.1766270099219,1255.663493302828,2725.4129589835015,456.9593766458343,2269.127889383645,1815.074328520146,4792.462364535841,35102.708578764796
162,0,853.2721447463923,4709.967755291152,7540.706625900582,2045.8128701220248,663.200522548761,1927.0608763625596,603.298442911376,707.820165536444,177.981364724821,2565.9091422808847,1261.407708668014,496.0913508583192,2231.26452375847,25783.793493709796
163,0,47.0098637071808,3626.169057781923,8053.700217102516,1479.2718711132968,568.737383917535,0,982.993631550812,3658.999982576213,178.009260679054,140.242618556622,1678.020947495804,0,4783.254381352147,25196.4092158331
164,0,1899.303646086954,2338.9722765827087,3747.0658095003146,2115.6898628747936,971.9101889489863,0,226.156288472208,708.4606427225548,1778.689983455716,0,2844.771344606559,0,1869.8363475398685,18500.856390790665
165,0,13.7924133341994,1232.1661844365256,4043.5132214152336,634.8717010903226,532.6466416500649,0,31.895527849824,499.95401034125285,0,81.8816658584264,0,1060.6598708302809,1357.7072552490984,9489.088492055229
166,0,496.626536098625,1884.0163900609641,6223.871239912009,362.026881327,1598.178486608704,75.3622196125883,1896.3867437869187,1423.1218940247484,8031.080368083811,1630.9048712320368,5999.359978265932,271.080063518006,6434.99216556234,36327.00783809369
167,0,1396.8665999798654,226.3949317675735,10427.018215716462,0,75.4420677609381,459.459728259934,5723.981420049495,1444.7314662262447,4812.929145296223,656.2787493926892,6046.827218130324,0,5644.312612850471,36914.24215543022
168,0,356.091198358975,614.1693195782035,8325.803415611166,488.652499925258,36.2682293295809,732.5165571135288,638.409836813835,320.6779999053539,2902.275414905697,3047.012160649542,2003.76856864908,403.171496890752,6656.639022363975,26525.455720094946
169,0,491.6226468381474,1002.580862503201,5294.008775792592,1313.086301776692,160.901729567503,0,1628.698608682998,281.731932745326,3839.27212497045,661.5288358574053,2416.849445558705,374.255544386725,5996.722394850341,23461.259203530084
170,0,381.53089350802907,809.4594504152427,15697.047394398767,42.874525759565,412.93649602031,126.136558778322,2622.6527884353145,1572.0866750097073,1457.435642999146,1043.004468350009,4486.472063640247,353.223944529646,5369.843101457947,34374.70400330225
171,0,236.590403016508,2268.665444135789,3086.8959198998555,72.9656666142562,0,0,1439.982161683088,579.3676101129649,1701.948978953357,1815.480648420336,1121.8394107147549,269.107204468197,2988.5654229627153,15581.40887098182
172,0,0,0,2936.161178294918,452.017876998946,168.971636422685,209.557074623156,1830.7976938317304,1185.781137807909,92.7681490952764,349.49907507690966,596.784547873427,696.607956291887,469.130282725287,8988.076609042131
173,0,612.636905134261,1196.816628458566,3071.811299586241,270.68916401172487,0,383.269024573805,820.9769062205119,245.55101036236,368.514190408904,203.550891585143,359.8014928418711,0,3290.8796648085677,10824.497177991956
174,0,0,386.69393319096,3297.408612611623,0,0,0,0,0,0,997.084943220008,1656.8164096559933,0,2303.0978043080245,8641.101702986609
175,0,200.8493824258402,745.825874196736,1549.205274365978,841.8486605515191,328.921522712888,0,1747.2293381868922,866.086277424267,889.6171086513859,78.2232349887512,276.925788343598,554.031035450717,2423.1296039135523,10501.893101212125
176,0,1149.9431121514822,1918.237804491906,2539.600005840681,191.081732604783,479.07645885876,0,70.0821688563809,61.1096606047181,753.6041099761245,1936.8347694883832,461.19227222602103,102.544484872842,3286.9851639468825,12950.291743918962
177,0,284.8328607605784,0,415.71283985784606,47.4240240381525,103.175480868719,0,453.6569286201657,47.2508522026642,0,0,160.888888888889,0,1426.4354529271266,2939.3773281641415
178,0,0,451.171007557682,0,0,0,0,0,0,0,149.428736676603,0,0,0,600.599744234285
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,1641.5740812553718,1639.5803443965983,2346.521547167869,0,356.605962403378,1166.2798613814314,0,538.1531432963343,91.6316287047646,746.8813595183226,263.015493988308,105.510518702183,1803.681975421678,10699.43591623624
181,0,3129.739002523992,818.1619680446028,4712.343385237984,418.8264541941326,319.2233173722932,0,261.686674707934,964.125427143264,2072.857130299341,2438.0238587087674,462.738607088211,0,4274.134969337956,19871.86079465848
182,0,1289.0096141509011,548.8388756538089,3314.238335186849,951.3169793269005,1176.6025482141845,50.0833595357181,0,0,909.602828032977,424.94248812397,377.67827723856107,192.71624286644112,2494.135326806832,11729.164875137143
183,0,819.8433811508829,435.706996621401,595.1177999631935,1860.7514008147712,743.85987276596,435.706996621401,801.315852859169,1281.106135893883,1014.783662063576,1411.711846461706,375.647346641212,452.291721595697,2646.9951999657515,12874.838213418603
184,0,930.6908523035071,245.2427850218932,2360.391346216952,109.499943734327,119.956171783228,0,638.947009627221,0,0,295.6314210387702,213.7707163792756,401.298237167198,1091.0527845356523,6406.481267808023
185,0,506.3933168616901,368.471636002738,1306.3537928840965,167.547791008492,586.72273485099,0,510.36754551932097,1222.9641204813013,0,0,312.103189271241,0,549.991645534913,5530.915772414783
186,0,158.5497366091535,96.8845799007261,79.7123323278428,50.2969261032692,62.5247556281292,0,69.4624596398999,139.49513350072442,902.1440916902109,524.524652813221,0,0,820.9008476615812,2904.4955158747584
187,0,0,142.905765949708,2395.780272680614,222.153057277438,0,596.738075849638,838.235789128308,1007.2323880872608,0,262.449753799778,1185.1275276370598,0,3190.7232300468986,9841.345860456702
188,0,0,326.093518744837,2854.22836096069,159.536272702883,1603.8622544739342,0,835.221916193831,596.738075849638,1014.8655213851772,1376.7744175577857,1331.698624050722,459.4720638781518,1513.7592259558678,12072.250251753518
189,0,752.9998682089479,910.318981156744,1440.1331817113548,0,0,495.66175294777094,2111.449132045411,201.710352859277,706.1930414273818,510.249935022808,902.1079176696226,1827.783649743774,2541.515955253269,12400.123768046362
190,0,510.84987521861,1534.7826142273152,5763.235134596977,708.4706172834279,730.54703731231,0,0,482.893379489057,3000.5733741727117,817.394814626761,2598.7119538099482,314.279527847782,3590.7350908224453,20052.473419407343
191,0,386.217693375275,0,4296.104020155976,890.4974951306181,568.6817475248442,0,0,305.045073606884,190.968355051034,165.91466956409732,0,262.189740299398,1498.4442302831355,8564.063024991263
192,0,537.1102023388551,412.598609221245,2364.3723448589612,240.978884904391,559.319810606572,0,1050.0028373278951,345.178885437847,886.2041409046116,1008.6942657355828,1542.165928841636,308.598635502316,2504.8185381737194,11760.043083853634
193,0,230.128644193549,89.145958030034,346.2220071705222,130.500918590818,1926.3676794721591,0,452.306769474154,622.727162606184,0,496.76142322799,270.149052757594,175.141819819096,1165.816514603608,5905.267949945709
194,0,117.172358651958,1252.1443410819238,2548.640200227748,0,82.1814918609935,0,430.3617053445834,326.670457974337,399.571016770218,622.648026922888,442.192638473374,0,1672.3133727054123,7893.8956100134365
195,0,1119.670450645396,1184.521308520907,4990.420973794766,384.741490902015,0,277.214047643652,931.879020356482,1034.197205241252,308.927212476156,1355.368186616926,245.275942448986,0,1117.0246079231745,12949.240446569713
196,0,624.004098008176,0,3059.9124839957863,384.901214165534,384.901214165534,0,178.28989929649,0,0,514.58220244933,0,0,1578.214077029284,6724.805189110135
197,0,122.342675108549,809.1331613105766,1972.8629823072515,0,705.257874818378,0,0,1161.5843523519382,835.090746630168,373.162080748028,858.6191260965151,266.99272197026926,1964.6912787711176,9069.737000112791
198,0,371.3031429421539,1774.909023845546,4033.199281055527,105.662497757722,226.806672351416,847.978860545897,294.897287808088,461.9619758880961,8307.617614918083,4102.969051811022,1940.371244696372,541.721097608345,2152.359641391031,25161.7573926193
199,0,1998.267215729826,3827.7887398307066,2394.1100698848304,2609.565691399138,781.8308662112461,163.474967699282,2243.090081060476,2307.606300591773,1107.3636866366587,691.0854376093374,395.624456535609,0,5173.145372549207,23692.95288573809
200,0,851.1191916967741,0,0,0,259.595431496822,133.406712098099,187.404135601652,882.054276845029,0,853.289887451271,715.6021792360696,0,1108.4685608295529,4990.94037525527
201,0,856.32461622455,411.521763459891,4581.492480277039,0,69.4624596398999,0,503.02632363456,381.757937407026,1599.03843417901,340.319759440339,553.409357680531,224.769674114635,2464.0293104320076,11985.152116489491
202,0,1586.58630729574,404.31757915833293,3953.854930127902,566.675638714926,1760.201623459635,0,938.0105150643569,216.871241475923,905.5450755829211,1379.071390989044,1805.9401998287071,0,2560.915788325011,16077.9902900225
203,0,908.527638843444,0,2096.378991200672,247.163724582113,227.654538600724,0,1764.208492126089,1649.973226312572,0,1225.534440182732,0,0,3492.6816862403734,11612.12273808872
204,0,2748.255136982859,829.2384954292089,12982.811943814371,535.335441575695,1691.216668661662,0,1397.69642272666,2862.0765774686233,4646.684514465929,1861.287119534392,1662.600217513041,0,1456.8354522226507,32674.037990395096
205,0,1795.0456272895951,1035.95477162259,5404.438285612035,910.65172034171,1676.978704956708,0,852.7405103042629,1139.143498005059,1656.5583060883082,1267.7802611499628,1283.3397878571482,0,6191.29310021374,23213.924573441116
206,0,288.265860784022,1509.5794704779842,5376.3327223030165,248.522324742507,442.85406905507097,474.566678817524,1631.212886651949,1203.455634967971,495.41126788765627,1614.004782212718,2170.697285611451,80.7359455897834,3037.6187104523574,18573.257639554013
207,0,0,0,4489.9393601954625,2589.01644568109,0,0,1245.1400255536869,237.202103307604,4789.659736887078,804.247236438169,924.9755752146892,710.30364698835206,1688.460015938966,17478.944146205096
208,0,1259.928283724421,2848.9406277147314,5954.709904319881,362.026881327,0,572.097917004608,1223.225651148049,1399.433136713384,7561.046810398787,4317.6756282966635,4070.503647165251,123.131232312463,6196.820662234005,35889.54038235924
209,0,1980.356596070116,1734.1378866379562,4476.877624512947,784.717660508749,1582.573793285149,1363.913204326398,1475.3888310938078,235.379689123302,0,114.0666928224055,1813.9022948928432,483.95370093180463,2172.1544361919937,18217.42241039747
210,0,1755.8993621108812,1123.077591061849,8497.230838478528,0,0,88.2254930966852,382.05721618233093,1697.922628997582,1218.0330074878718,1226.5852198208074,1967.6991550885307,39.6054101533097,4279.811793193668,22276.147715672043
211,0,1003.631098104777,1430.686030184329,4578.131945574678,70.5942109611079,1477.1395247415,280.046856210331,455.733613375675,780.428998031717,989.8485079615971,891.1384930527689,3220.781670183628,1199.655977331905,1764.8658050034364,18142.68273071745
212,0,1300.150231783221,1956.2710896207843,4651.461425615463,257.803704628545,1280.282520829484,0,533.0334333846249,2315.055093450876,440.060857059873,2242.664736170675,2420.074308847869,0,1867.5146999790993,19264.37210137051
213,0,114.673700725181,2992.8669960201564,4980.246818509556,214.126334810221,937.7551462213701,0,2085.571508839387,4356.801206346688,1321.683743870704,1624.0795860616047,2734.2064095435653,0,3330.4194231211277,24692.430874069563
214,0,638.3793551859754,1475.0000301542418,3953.9975059377143,0,0,189.666456054391,1012.865455622034,1284.645361288235,893.316847879392,1089.1900822470468,2446.6792864094523,0,4457.919301233931,17441.659682012414
215,0,0,733.494866751987,3231.845834648263,144.385473057927,1265.0782640310454,852.024362408329,956.591963358195,2202.1392131342495,2644.538897269348,1629.1112908511025,2848.3582716241276,540.34906377766,1505.2829816879782,18553.200482600212
216,0,883.4239871082631,1573.0512891803587,1146.4267014041548,924.93677487598,186.8565653650306,759.0635641952911,512.714804575852,470.618158654402,1079.458016631214,1069.0064990884982,1205.191051323277,0,3183.0413423232085,12993.78875472553
217,0,474.93226480054,913.6206430851964,1668.8530442106708,0,838.832099670336,0,294.056854752069,470.817112630372,1209.3218536824354,144.2975226511595,1051.2365344126447,431.37373412635,1282.875359915043,8780.217023936817
218,0,885.246816195671,0,5805.124898611932,383.269024573805,649.8265936593041,17.8449011343382,967.5442951223899,491.802872808383,467.3475088992422,861.8934376640701,2838.798772017341,0,1964.5663429924496,15333.265463678925
219,0,174.435682568453,1515.197016261199,2414.3726565026373,0,679.004218730063,0,0,920.359473888441,685.607346335979,100.975702763535,786.891997670837,0,2668.064956150864,9944.909050872007
220,0,1347.1145265472387,954.0590984032495,3558.870644966007,0,0,0,596.527388857572,0,0,0,1015.711229175818,328.423685687191,1867.0959174480408,9667.802491085118
221,0,2413.748073794338,706.795155795383,11647.786001167047,0,729.5437492781209,384.099533134658,1274.600955203084,1590.974829072798,0,252.57222797707,1401.7131513895065,132.405812386709,3886.4033834767743,24420.642872675493
222,0,210.70860766717,818.4369817086001,2736.155215718136,601.972104203058,1048.917163304738,0,0,0,4046.381998974968,1425.2076344971538,3276.6307831355775,504.567118102019,2712.590718335061,17381.56832564648
223,0,133.694272460684,931.8518009063233,1762.2102778704923,0,334.862930930926,0,0,1047.574072557534,557.719263827653,1216.7883495435333,133.694272460684,655.8460059784941,2887.1153320885887,9661.356578624913
224,0,0,110.087833400884,0,0,0,0,0,0,0,771.775864924508,0,0,472.284533649615,1354.148231975007
225,0,3069.580823019593,2308.0194073447356,3458.4400545715066,621.9347822188461,1803.517462241244,0,292.614762193842,668.848813722576,544.507366967927,140.439035278439,216.683357022734,0,6159.9065890920665,19284.492453673513
226,0,345.366863143352,933.072573927408,2129.13740708063,684.714474176403,426.789679202244,0,538.145849872011,711.712177824656,386.217693375275,1078.1257889065869,718.841884355531,0,5389.869629788653,13341.99402165275
227,0,1204.26293813425,2835.539206779058,6936.00561988995,323.031220398321,0,0,0,603.08087737784,676.3213811288119,3353.3915987680357,500.4104895381858,477.1765775195501,5182.572377628566,22091.792287162567
228,0,2157.34730182315,373.561573173592,481.74276408689917,0,471.666679386546,0,0,777.874039682501,914.192339256416,127.102758405988,1622.4480576192184,0,2345.2053353561532,9271.140848790463
229,0,1024.381865777314,854.6375017178099,6300.283419814804,176.164044567,2672.831897409447,0,3458.512278915462,1488.8568407012522,510.38445436234,2512.4470683230847,264.408631966137,0,4294.372776683939,23557.28078023859
230,0,1724.998035288659,569.790750053994,5932.259412470112,0,0,0,0,1095.893473755098,3593.39776059371,1483.2240457910189,569.790750053994,0,1652.507326303808,16621.861554310395
231,0,1850.586042424154,1142.670885534861,3111.3861749157486,603.4804503016791,1426.2692772739892,0,604.340109062792,439.328426460618,554.4905383958,0,0,0,2022.048017698545,11754.599922068186
232,0,1279.454462953341,205.674867463027,1463.8176676958792,1040.147767461993,0,0,591.002716847759,1528.423136047801,412.278908819131,789.976301234656,256.6962207936532,0,3031.518193520304,10598.990242837544
233,0,782.0874340673689,182.299058229611,1577.4934674170192,341.633589617122,572.583960309862,0,673.780958307947,1003.672832966993,0,2654.5074607277256,829.728656395973,0,765.996162126091,9383.783580165715
234,0,3195.705987474623,2534.80525799355,1062.5055275137108,800.717453957996,520.265344658255,0,1293.7741988922412,2094.697831369158,0,3228.288176448492,0,0,1595.184239479805,16325.944017787831
235,0,869.7416710665659,2378.13406571098,6033.683032405707,0,888.9882917936499,0,1219.719455475579,254.061878272768,0,2526.1306277336325,2307.5242144485483,500.680895728595,810.895457549486,17789.559590185512
236,0,419.627560689305,1283.706965448474,1707.281667040481,0,77.4375713525094,1273.0486101145482,1088.6232552294782,529.3418872979672,384.83698365041835,2169.144716619679,2723.3276269462026,761.7179848165829,905.1185751834188,13323.213404389064
237,0,694.7144204936958,1166.4175567593568,6305.700602950492,0,40.9723484960304,76.136211353574,0,684.9917371880235,1100.0603624017033,293.2138139400625,2192.858773843479,0,1033.9975886929494,13589.063416119368
238,0,476.5640694232689,2866.280110372981,1761.8125396861271,0,243.246656944117,488.0108169865892,501.226175677422,0,1526.5895817787668,247.48014924421489,2889.8506094249688,0,1907.5224706245072,12908.58318016296
239,0,33.2851737505782,606.90309590022,3105.2286227522895,71.2920919129202,54.5390798144177,102.547830813113,953.5490042186902,797.4307568226211,5337.518007006141,843.712979507228,2286.8171160274287,0,5203.533910611653,19396.357669137295
240,0,178.43132148883842,1677.119765070094,2846.1835184393044,0,376.679476574543,291.5784057326843,833.4417146705997,204.504534734262,3945.2580311606393,970.5006034398227,2411.234651143572,302.3364072616385,1271.4189388263258,15308.687368542323
241,0,445.750709146763,3339.3407951842373,4689.076045813691,366.19901304146214,90.4728974827416,0,184.112491422398,340.978915552906,314.88791193488606,0,1766.25664958866,0,720.1018959504497,12257.177325118191
242,0,559.6577813482293,6008.6813599444495,5634.962053310963,0,829.2091237951652,0,450.30415760706194,559.853855187522,179.480615140625,335.5043054143455,527.5856309734299,0,2956.569943788697,18041.80882651049
243,0,817.275370166262,5105.617577803269,6352.202126136947,2192.595282904475,792.6108672401409,218.129261713986,716.482964707831,576.504905780016,163.142001111608,3512.4748231028384,2580.909023047094,411.903507141398,3886.030724539411,27325.878435395276
244,0,0,0,7504.982102066633,0,641.033385802488,0,900.917974596299,1370.673798932624,2083.5859472664647,765.0784896335942,205.19485556968,0,1150.211252851546,14621.677806719328
245,0,221.7433294088562,593.5686056047833,432.8539335735668,0,0,0,44.6027886286863,59.8973980738435,557.2616960992655,658.043223921208,515.181444867539,0,1185.495196444651,4268.6476166224
246,0,426.622484215384,795.0378127669915,765.8526290339368,0,263.212714815402,0,1503.2786005762127,0,0,354.6429181909142,2702.677638641244,26.9288216882621,1217.218018563996,8055.471638492342
247,0,2127.463564092166,757.232480765531,5244.572644249324,142.098363555593,1365.4290564388125,0,0,315.234505429666,1674.908921746396,3540.7208685743853,4620.352850661093,0,839.235612809784,20627.248868322753
248,0,0,0,0,0,62.4113179666735,0,0,0,0,0,12.4710374369847,832.388992375671,0,907.2713477793292
249,0,282.666370268212,2865.348112845548,3200.963365479702,0,288.29084183414204,0,390.065019256858,0,0,0,0,0,785.4627860293301,7812.796495713794
250,0,74.3421940473406,237.0723381704188,4267.027111166877,0,0,43.8120628775622,1236.366469813447,0,1535.585331515283,845.4364820330763,4249.209158167965,218.677150121446,3388.6783601248626,16096.20665803828
251,0,0,575.742597543477,2126.359792349174,0,0,139.000172013337,241.195453587305,0,294.9515188624706,542.9189724531124,480.912574810134,0,2394.314084242093,6795.395165861102
252,0,193.8565443060133,72.6627987583132,1442.8567303371494,332.2211846155192,424.045621441986,456.90993592788,188.4205093780002,972.3898196930019,31.0869410938341,1289.326064776667,769.796556920284,0,137.010125209934,6310.582832458582
253,0,101.2949995993652,861.62870472394,1644.748324245772,17.3811124022627,0,41.8876393706608,116.626078806572,42.2970037103656,49.35809313179925,0,707.2425261627011,785.6972842663341,1289.5581357968942,5657.719902216667
254,0,910.554591287684,1283.7062179902923,7514.893357735269,324.4806800993301,631.901539969324,685.0455173447235,305.003394547503,1388.2989646561332,3934.848712021465,1963.725056862374,5023.0429596341855,905.9981430342486,8344.511726916382,33216.01086209892
255,0,1741.766403531275,2045.9347393816247,6084.1547189390685,719.861867143638,2356.08963408737,188.843731027831,379.058259901852,563.871402561732,838.3795126853527,2808.2317769154897,841.3866971316379,0,3054.121279037804,21621.70002234468
256,0,93.2144869024767,1787.5410355515291,971.599805179565,872.0641144312808,532.944611869533,0,1195.750610058674,186.4289738049534,0,387.18820237372506,1456.1988627359497,0,957.381917022793,8440.31261993048
257,0,282.838376522902,2836.875196424042,2499.072731599113,291.281313135526,496.413402686685,0,515.581995810901,450.40799903596894,434.059686268327,584.300608493254,1471.4551412169048,0,2006.998309630496,11869.28476082412
258,0,2474.218194392035,3245.9544678122948,2119.2968160226274,1577.963636799914,1082.4823732158693,0,1967.5800492757492,1851.216651284356,0,518.039469159126,1604.8860345443138,0,8390.129040642445,24831.766733148732
259,0,811.3867944096748,0,2111.3694717282597,0,0,0,0,0,249.16983020294,668.2980069592189,910.3062339583989,0,950.429017944457,5700.95935520295
260,0,314.304420082971,200.980321344366,472.538512982836,0,200.980321344366,0,1731.2052333354682,1578.004703142154,730.56264108816,188.125649208291,436.32291235329103,282.838376522902,1146.156451466132,7282.019542870936
261,0,2832.452877260676,1544.5317965416962,8579.517449242423,829.1917543605468,0,0,2771.613932233974,1862.975490443604,0,2310.907380490536,140.209832338166,0,2055.4486019552555,22926.849114866876
262,0,2463.3810495842854,3207.3606451225537,1737.550107946864,0,0,0,1038.2768089796662,818.321037570756,2790.917806795787,1098.1783536229582,2371.237028469749,144.385473057927,2293.566516043411,17963.174827193958
263,0,913.657304835102,4094.5837814115503,7181.350530053268,139.644468217543,1604.6910879948732,154.487202286406,605.132256788797,1154.028781911602,1719.346369235972,1082.328836371176,957.8843803603,0,1666.1282244646616,21273.26322393125
264,0,1524.031253708294,7921.288634517546,6582.984162025573,675.173118843892,2783.013057991713,386.478047925909,4281.635735429219,207.756349975662,936.3620550007164,1602.6977692098772,3665.5916038686505,190.304010043573,4509.073517427789,35266.389315968416
265,0,1293.36080216344,2260.083166371473,6121.893284519811,215.920931387691,0,278.793912375749,663.2322582118617,556.564346447244,1926.2000962755017,697.153219233767,0,0,3990.9620624823665,18004.164079468905
266,0,710.871281247378,265.4666816534862,981.6003589735328,0,0,90.6680323246992,0,168.9839290907797,0,285.391198971057,472.657065028665,0,476.47047419343613,3452.1090214830338
267,0,729.9625904304654,2960.2693603769376,5556.743453844368,1801.8117119205608,559.898147765879,0,181.57242243881,418.548376519884,331.907858867135,874.961263332372,2185.373457313579,1036.9009598078678,397.8139166665104,17035.763519284366
268,31.8200459391394,416.53550119723315,245.14527522691589,2041.559830249538,77.2793562356187,34.7998220657412,707.648762021756,113.9886192417551,64.2535196709236,906.1589232177988,472.67220280405274,1180.371911024265,0,2786.7848005793994,9079.018569474138
269,0,313.6690870233617,1616.195217434171,2771.0123047316843,127.475539541103,568.6902659001862,131.097931911396,558.4228413532779,1014.5534581808902,2763.5218004770677,917.8210822357886,3379.129657414861,309.684378282348,5917.471243479122,20388.744807965257
270,0,221.8473211887238,974.7057126418101,1536.738636761994,0,0,589.688626899497,2495.463888898037,379.38980958617555,1047.038453265054,351.6807458374074,2053.575683184654,0,2649.4799490400906,12299.608827303444
271,0,0,0,641.8728635440291,207.756349975662,9558.354048111654,571.7670555935404,0,0,0,0,1382.718410417595,64.2467600525887,309.68987006660086,12736.405357761672
272,0,398.32295010478714,93.3316098545191,2998.0192572884566,625.5088809225097,1106.571153316296,288.29679239442873,785.9804774877401,898.5936410027401,929.5148086141216,1209.9903824681066,2213.6326382393295,31.407716405317,3814.694075018409,15393.86438311676
