destination_zone,industry_work,commerce_work,services_work,education,shopping,health,leisure,job_search,personal_business,meal,total
159,8632.1298088647654,8028.6231160576945,28686.255386662,37076.364720910395,3319.1508888722847,9523.006370462128,2789.9882472040949,0,4001.8472103118729,0,102057.36574934523
160,2792.5997529439824,5206.7622811662868,27975.409590187886,23111.78081250934,1475.3381401055042,4210.3886495151264,1357.2008003451494,0,1289.629414956351,0,67419.10944172963
161,12269.566408699788,13142.215398863185,33497.492723934156,20411.369060988407,2993.50583755959,5381.2345992073624,724.25609670211975,8.0450727003645746,2992.363611957795,60.074702418025389,91480.1235130308
162,4245.5912601315986,8780.343675791275,15321.780039587349,12246.909457188349,1358.8052306065354,365.61152072728271,1186.5397833952325,224.03492100267525,461.1691765961973,81.662403132603103,44272.447468159095
163,4019.733400767811,8427.8481795367279,22315.527018364715,25227.396950124934,5093.2409866129537,4767.5121390004479,3533.5884259201252,0,2208.5933083428868,1261.6398522797424,76855.08026095033
164,4309.1899820432027,2803.2586710520654,9729.0505811083312,1874.8407128913141,654.89468833092042,1424.5131116524888,143.31613274904436,0,358.83398202120753,215.96957239959804,21513.86743424817
165,1937.1858830286019,4100.3238931741689,5941.4115133955693,4232.1804968189281,1753.0865530713868,261.24257442022582,2016.700717452894,27.200526999583609,47.556208284484413,0,20316.88836664584
166,2494.2601699422512,11014.476272852062,41654.553646001623,24207.795146183642,6417.8981571992517,9559.3388659389529,6803.7110230127164,0,3140.8785223852728,2135.8210762393337,107428.7328797551
167,4430.4536566492825,12448.284670926736,38909.285537822914,16119.894421026189,6575.3239599225808,11727.943721091877,3132.7731621712869,0,7624.9774941819242,1850.8582284036779,102819.79485219649
168,1139.140457389673,10864.233890024028,25691.383244820132,15375.115646162816,5554.6974917751249,3185.2912418287033,4702.7254624345815,0,6134.2868385573729,422.27006424212613,73069.14433723454
169,1998.4785217496392,5146.6884240731169,26630.917734292801,49549.066081482859,2563.0233152942997,3471.1601618053319,8333.4517280343807,0,3790.8435206434424,324.89038547785424,101808.51987285372
170,2095.6160988510696,18988.138970876338,29061.262121500127,36148.22487825642,4822.428706909619,8702.1241348941076,8807.1166103917822,728.14237143495814,4501.3250800596543,1300.701839294708,115155.0808124688
171,2761.3069568172596,5542.7325799111322,15874.289146224452,30778.504093268824,2808.9699745866756,2953.4567093050814,3847.1808195400158,0,2723.7540584635562,469.47503478368617,67759.66937290067
172,178.0041286716334,4558.659349951623,9773.5608893559074,20095.455512659883,1489.0150658223565,2242.5941358724972,1562.0072094714542,0,3742.5116669294757,0,43641.807958734826
173,1717.2854507001528,4327.7614474846232,10080.147982820528,10632.499503597186,427.43278441114978,0,570.33652739264699,0,1042.5162465652757,200.01554789084358,28997.9954908624
174,1478.7611000424781,6396.0168989740014,12946.200273384462,24864.718985779244,2395.2388790113314,1430.1020489980863,1784.6965710906197,0,3064.9862857440057,0,54360.72104302423
175,1994.4887752948621,1966.8821384298967,7238.3842856837446,9885.0505779206487,806.49462913285697,982.50730481231915,107.14901046175959,218.79140428960801,468.44309596753408,349.74870390589444,24017.93992589912
176,2425.4065710589084,7463.4607932350409,15647.201928468836,20370.217458300773,1340.125734533362,527.16044724707217,2205.1411733149753,0,2059.7864776031583,0,52038.50058376212
177,448.88657029742757,2414.9737213001886,5633.8547298317344,6069.1234219339312,477.80807196482465,1816.8382939262633,1602.6894234565707,90.959186851559522,436.4767742849188,0,18991.610193847417
178,582.8161031692614,0,176.51182084224405,7994.5374013940354,0,0,0,0,0,0,8753.86532540554
179,-,-,-,-,-,-,-,-,-,-,0
180,10048.037007176526,7259.6921118569262,22496.572801901078,45875.700713381775,5109.6813967207936,2479.9730419599273,3588.7492903954376,0,3736.7008037105052,455.6163285090044,101050.72349561198
181,5178.8587770434506,7722.6245033497498,18317.181601771699,27588.817714799945,2330.0734186753339,5639.9327924928903,2138.7222958609009,0,2363.3749326664415,0,71279.58603666042
182,3505.9062049675726,8189.9464391683969,16892.068508978329,33378.115919587537,661.93136476530128,5824.2666749898845,382.17906099511953,0,2031.6227528485622,611.65615111644229,71477.69307741715
183,1009.5532954183925,3034.9941083708791,20066.538882422312,21021.694105088758,830.20972100305778,2699.6818018142139,2461.8458930769757,472.18642383788909,5441.5250993276513,0,57038.22933036013
184,521.87132957717392,2728.1925953607806,8845.2121202092112,11442.487642637459,648.27657525299298,2521.9048175645316,1356.8284592586724,0,1665.5183331315802,0,29730.2918729924
185,939.23718067803816,4244.9205791383883,8437.8526291040325,24324.601744944146,1066.7005868064234,1042.1457021393207,97.984933919852338,137.30802001805057,1999.8417661139126,0,42290.59314286216
186,187.14800932892595,1169.8844170154437,5616.8357149858275,6535.590130593002,526.06401218658925,550.03944477077573,909.43246132131185,0,1323.2077939517519,0,16818.201984153628
187,2184.759208831003,3900.1480656601898,18629.691692176708,38907.146440184144,5265.9464779513764,2837.3758043793032,1876.3378713156415,0,1313.54527746554,398.67970142715046,75313.63053939106
188,2251.441500223918,3070.7830954108449,14210.485814347116,44585.225115866735,2796.6777838490934,3294.6708419593842,785.34753097793816,0,2412.8651200207673,97.076406389690902,73504.57320904548
189,2348.1300347056645,5936.4773152731113,19635.575996145733,35087.717852464062,1829.2036658144575,4255.2566142487385,3845.1151435805591,936.33369352477257,758.90055571370726,469.23316091297295,75101.9440323838
190,2706.3043155424079,6565.1789676334047,22994.403991208666,13936.573219837861,3548.5225044584604,4860.2956271927151,6675.9111225735987,0,3832.8750563830999,246.37105993709022,65366.4358647673
191,418.0881594025501,3380.7898097021389,11971.085185313579,7964.7188525223728,269.64645568402716,0,5293.7943801858128,791.24361689146963,4918.3362982318704,0,35007.70275793382
192,1606.7563165898823,3598.7819226620804,13577.752806019271,19420.948871366214,3366.7290551449291,2104.6897774260556,1237.4982256847213,0,4919.5478148530246,943.95213632580897,50776.656926071984
193,1020.6366570198942,1085.3074919779053,9255.5920722288538,8312.1025796122849,2005.5214820978715,1075.1638415781388,808.30756660665224,0,905.11755810515535,0,24467.749249226756
194,1029.869859851781,5412.1149713359737,5691.8640938346161,14114.460697726394,1461.7120788473187,776.02640841930156,772.56081457447465,0,2207.561139822491,0,31466.17006441235
195,930.31789075028394,9594.2476561325966,18386.290548285717,22389.725037683151,1619.4730611103732,472.22295929623334,190.83526981733763,0,2350.4682412754164,0,55933.58066435111
196,549.90204420165981,2559.7328957685409,13946.164161909339,32445.454726247983,3813.354846345339,850.13765967713164,84.567307882860263,0,1306.5499400976846,446.92140835697279,56002.78499048751
197,2300.2253598483494,3985.1005467494228,12378.535083901805,20950.815884449246,728.35754804434055,801.85010102359456,719.95634402800783,0,2012.6230678863387,236.87946677434039,44114.343402705446
198,1547.1625015645554,7807.3060116337874,31194.08752582156,18510.999604961751,6785.9130421486952,10884.115696764589,4099.8889729979883,976.42122670034416,5266.6637344733972,446.92140835697279,87519.47972542363
199,4654.8481666544203,10260.090252045218,32253.905822155484,80337.222269337391,3639.0574861567457,1060.9510810234804,332.61270915130041,0,4485.8678003550885,0,137024.55558687914
200,1185.5933789261644,4569.2750093602099,10744.859292524459,25745.245382419584,1546.260964178904,882.50079370171545,1131.7455984582152,0,2075.4290390996011,327.44348137167242,48208.35294004052
201,1014.3186139713139,4855.6584092505163,24406.439183632552,63425.192182115061,516.50816934983493,2741.2424697047836,4868.5533036414927,848.58900926229569,3690.4208820476006,0,106366.92222297544
202,4381.7203613956699,7490.8494653743419,30368.39222243012,68690.445116945935,7262.8364690536491,4020.6103931270991,3314.6253844119942,0,1095.3153230984638,0,126624.79473583726
203,827.27464953969366,4709.756894590525,18711.409974975511,46785.483189296167,2647.7772716919253,4715.985224557252,217.98520535798349,250.24412589956174,724.49999282702993,210.73201598402943,79801.14854471969
204,5938.2030828417555,21864.906819198459,34609.006373922493,52525.332389936862,7392.3951222219557,9017.0604918783902,3944.1254996957346,0,5081.2730826481693,415.8204285570788,140788.12329090093
205,4157.3931281184005,18190.532020394909,32596.189702937587,69342.787881273689,1031.6267049176863,483.43147435875312,1055.7760061792578,0,3123.3252091328363,0,129981.06212731313
206,2272.0952294585404,6732.6346244478982,23057.428692673398,30553.1915200398,1907.8777379774233,1450.1695097567992,2026.2398708854194,190.23273297471079,4589.4669443683915,121.11125244048783,72900.44811502287
207,2729.0272642208079,10801.535181505857,32165.599379418691,79885.173686402661,8277.3525984364551,3644.7631341462466,673.12221745275338,0,7961.8361506787196,0,146138.4096122622
208,7785.7832431645784,11328.530017451954,32878.891966510069,15498.346144028841,2142.1442863635361,3369.4488156456996,5068.4342621018423,329.91232238174803,2290.9351613065755,85.61855165822621,80778.04477061305
209,7734.5471545075843,8623.7252466458722,22838.926833032929,20029.311474072649,2891.6876960658251,3796.1966813493655,2211.1370737459538,0,721.70606401928126,140.5351114619672,68987.77333490142
210,2864.8558620131125,14315.834235914253,16911.827387010628,17118.606745215206,2554.541604253116,4096.4944716146974,2963.3132846632034,0,2484.539673108537,0,63310.01326379276
211,4258.4305941102539,9739.2321961495436,28691.451635249985,18155.755527289468,1594.4166887632703,1487.6701245097086,3057.152771753465,0,4319.2731245017148,0,71303.3826623274
212,2098.3039802592812,6367.8846988926471,18247.825880553806,22305.332316522436,2552.6076630902767,1191.1068500481342,506.52663702918505,0,2321.9705289273011,0,55591.55855532307
213,5718.2632574133149,11099.09219259089,28102.194758407943,20692.792431183294,3933.7855909813948,2654.8654095689108,1396.8375432789023,0,1158.198967519985,216.07967189694676,74972.1098228416
214,3100.5470239749438,6145.0890441062002,12388.162391132471,10068.185094939039,545.6421416696611,482.95122256092679,1280.7226381697178,250.24412589956174,4050.3591624906476,0,38311.902844943164
215,1415.6215122995136,7810.5235471197475,20646.34604257275,19260.855596719415,1724.5246746318571,2923.2977641731886,1418.2281403968348,0,3828.6762216231155,654.84244955991028,59682.91594909633
216,3282.2459909680965,2073.9326323475748,16579.386294416348,29630.920802699351,1634.7470437401539,2253.7085031087772,1606.9032039983654,0,4523.4495944237206,329.39629106068685,61914.69035676308
217,1170.2679002313455,2834.3609500289713,8482.804700140754,18858.945670623227,626.86769397573391,832.270950062883,78.053426609257869,0,469.88061374638153,0,33353.45190541856
218,2740.0566754976899,14952.556659895805,22047.388916802043,39533.925249315493,9854.4417791848791,6437.2571892865672,5431.1936203920404,0,6933.3180517214741,422.09130163339131,108352.2294437294
219,6727.2187358812707,5184.4623657230932,16589.319495874304,30218.413706626663,2693.7464824355266,1944.605010127342,2433.0095225436398,0,3106.2707889228532,304.20955302628391,69201.25566116098
220,2891.8641142522783,6428.3614236814046,10800.018042809066,17090.407593340798,2308.7415202950801,2236.5722536039129,2472.55628079912,0,5410.4228653129794,258.60740682026903,49897.55150091491
221,3767.4920255699872,14121.870081144512,15402.253664391965,28448.064893176361,5418.0782476458608,2390.4949494725092,1105.9054413443191,0,2652.8227356545444,0,73306.98203840006
222,3928.7437734354808,7687.1873949425553,17719.135133901538,25123.383847371606,219.94661051505639,6311.9776948275266,5528.9384928973977,0,4284.3762956425589,834.89764209091868,71638.58688562464
223,4729.4524474486179,3354.5779944622927,15293.016680296238,10960.795774189737,4497.427236245413,439.92854482618168,2206.595675442717,0,4485.5097414283682,736.07502591158197,46703.37912025115
224,274.63791324423931,0,1469.5390664065562,4634.4461837164008,0,0,1066.5674582110225,0,0,0,7445.190621578217
225,5371.1668536517291,7470.2513281687407,18439.146942759733,22389.225792512458,2608.7523522779975,809.58194563976645,1493.3740007001279,255.95594759706904,1638.9707900802732,406.18260325847967,60882.608556646366
226,3755.1770976740295,9591.5524030540819,28245.286120353296,49735.747178288351,4239.9656717427442,4539.3050494430181,6164.209289067654,0,7500.4578091258663,0,113771.70061874903
227,6468.8749682988228,8906.6868061043078,26971.364711257873,36241.802770464732,7520.0266114119122,2322.5422542534161,522.27423302273519,0,8538.468272244274,0,97492.04062705809
228,4039.160179969007,2184.574614269945,17600.232630105747,27431.410050932351,1557.9190037093044,1011.5034179849534,2746.2522184859577,0,7003.6936568640522,688.52121285913358,64263.26698518045
229,9160.4085325997712,14364.732655706939,55869.796573920539,102001.86600879657,3147.1175509358468,8697.5245771851769,5368.9586617136674,0,10541.626612928343,681.02472262434003,209833.0558964112
230,2686.9803036751409,8467.4736741964625,17487.221583122955,50657.725308457404,3817.2626095968803,7177.9060097872352,1200.9364969518128,0,4285.6066029329768,0,95781.11258872086
231,5293.2976686150359,9319.0171848630835,10277.339795898182,16273.967059308196,5024.9843339147674,1030.6111815766878,445.77480472012849,0,982.05875606463701,130.73908284141876,48777.789867802145
232,3276.8846828914561,3165.4427146476028,13180.612131454953,36700.614289649777,2507.0467131716714,2572.3596700148582,5513.2502249123545,0,1157.8413019777863,368.62849087144872,68442.6802195919
233,4866.2830288615387,11274.421988396585,22425.8298366278,33714.096594482464,1835.6708052313011,1883.0643094368882,116.3762969051468,804.00382102116919,5055.580851362738,0,81975.32753232564
234,4669.5389505266221,6802.9473359935037,15577.745092479607,39673.105598091133,3859.8252538396318,4354.2846125383185,1948.2402214319311,0,5118.5818020150709,0,82004.26886691582
235,8043.5412911303556,10070.060149962297,16362.180281016308,42827.28309702345,2657.7333017705182,1542.0728123304107,4300.7428140947122,461.29724002586926,64.47332263576223,25.077457987534075,86354.46176797723
236,2541.7592922869026,1896.6791604138291,13139.876925618357,10095.438573710442,1838.7138818127244,2102.9232873438414,468.22438400438045,0,1062.2516547736873,822.72648261080735,33968.59364257497
237,1977.2659025894368,10333.706965580302,8858.6399550028964,5067.4340483037095,3871.8018389722538,2551.7641170239986,3307.2209410194546,324.54454878635198,3253.1318688512383,1200.3822681223864,40745.892454252025
238,5192.2222283812171,2449.1434411487621,11276.925470291708,6076.2348667950046,608.47414207426493,1139.1325361162121,2854.0875576378767,0,2240.3152947475187,526.05905007260446,32362.594587265172
239,917.33026164197008,2584.0643265667013,19794.874592620483,19570.344169895663,4041.619233181229,4142.8801331105105,4031.5977801113913,0,2672.0472770122269,2791.2860231324476,60546.04379727262
240,2018.7895166870776,4655.1640587322408,14873.75390300969,8498.4626230654485,1489.4066706960512,2669.3593187256529,4980.4511531636917,0,2158.1106818106255,0,41343.49792589048
241,5955.6949051992424,5188.370023968886,9821.1685229704126,4615.3685319767064,2371.3541086138662,790.15805698589122,1949.0002919187343,0,1173.8769685616194,47.061884678633781,31912.053294873996
242,5871.9680661193324,4246.6803247083535,12954.852231887551,9852.7421321566126,1529.8912090118026,4837.74894337977,4632.9603115371165,469.58250790875047,1829.4633329114013,1644.0677964848435,47869.95685610553
243,11939.275100431765,9351.165692358747,30811.634534161156,36211.685527270311,4181.3829325265215,832.85717530377451,2083.3513128890818,548.38730016819284,3166.4821124891396,869.69082696894361,99995.91251456764
244,4576.4592181905382,20211.867449967416,21722.98977588199,28638.745064560764,1930.5482213296714,3228.1679420936912,7166.575730148309,188.88147180194176,1198.42979917057,729.84544377393888,89592.51011691883
245,1976.4857669580263,3331.7104796732178,6752.3937952776932,8666.9582577495985,3704.3667676341242,1253.8050500989493,0,0,238.5228359696298,0,25924.24295336124
246,1692.585935297172,5229.6556035314579,10985.66357703163,18552.987595021965,516.75274049798031,2991.0115125200855,408.61949404833501,0,2708.9914241861397,131.41377600905136,43217.68165814381
247,6228.8424501380805,6819.5933099731155,34677.646845284726,45146.856406926629,2399.9833263578889,1933.3568205842168,5964.9816804474322,0,2170.1188539254476,235.2326055960722,105576.6122992336
248,0,0,1053.2046766791109,0,0,0,226.93073881310875,0,0,215.0032970511362,1495.1387125433555
249,3583.9234691776564,12173.630873585524,7287.156468104291,16448.534555777904,5139.9003583815902,2161.4072342366771,1104.5937916715745,0,3895.5495433705291,1543.1670896425694,53337.86338394833
250,286.35530843758715,4545.0142185082486,15853.100932371653,9611.2529454086889,5780.9554850888526,2243.4786608223249,3351.9269639597178,0,3682.5018131473635,204.90187538100167,45559.48820312544
251,1360.0430633585418,5820.4627900937376,9130.8084241425458,8639.8924394424139,2215.621415339378,609.98443769971743,3305.9617917811597,0,596.15710137654241,0,31678.931463234036
252,796.04413809605649,3134.8586911597035,10643.442032563042,10840.442918761353,3143.1215096424066,2224.783587700671,982.52794982401645,0,2783.5758554873114,36.721267267110655,34585.51795050167
253,2370.4419194911056,2891.4285935646367,3433.9183116478757,1463.7519449961037,1207.0003672164587,1107.7071525483982,109.33547392122202,20.531337322531694,471.87891756445288,0,13075.994018272786
254,3466.604840355029,14449.225072653071,28763.250126187355,36414.182936409634,3615.9212072073979,6638.1774969130165,4961.9776183793929,0,4753.6696962890655,0,103063.00899439395
255,5107.1601688708761,11425.510819324443,25559.447525487263,34332.82273235172,4201.3572337618525,2067.7035391298573,5031.6848905814732,0,3688.6617072136351,0,91414.34861672111
256,3381.1257858026897,3096.7573778835008,12042.934304844473,18689.147544183048,2755.5288928311356,4048.3343708301336,1369.0113250621303,307.16968503204441,2689.9141330670514,0,48379.92341953621
257,6749.8764551072454,4102.6921496110499,18019.130387945261,18772.12336623123,959.40949558313423,1398.1884373213575,1095.3581086697463,0,490.85945545735478,0,51587.637855926376
258,11677.126283582777,1387.5013066748336,24434.360806250959,28317.188999437771,3286.8393733758694,4038.6809355986416,1060.1151343225849,0,7388.1042112871346,485.95343591588602,82075.87048644647
259,1480.2909065083904,6780.8126186110176,7914.1295662215989,15822.563858611264,1781.2410636140919,0,393.70647582407412,0,1339.9879931074745,0,35512.732482497915
260,1619.0750743684241,2786.5324969605808,29513.913543147606,20122.226529321411,1089.6581939961927,2467.3171616346422,4504.2870565881494,0,2067.8853253011644,0,64170.89538131817
261,3922.0262267139542,12544.33575399308,21670.06953518101,30703.612006389842,3267.8061307626831,2583.9318511120737,6077.9889978816364,1135.4612920585769,2708.7142831099682,0,84613.94607720283
262,16771.57642867804,3809.1132979050321,10717.533403838197,28523.437419253602,2598.6222644059017,5104.1693648578785,5017.0102330419722,0,1152.4200952203355,0,73693.88250720096
263,11483.290101003488,8140.6109534151365,20981.40105860625,39990.672846296977,4632.6340299874309,4679.8430375083417,3119.2505569991072,0,1543.3149949137446,0,94571.01757873046
264,6851.9238131873317,12764.139654710083,38970.430655789183,36093.541175713639,5426.3800062324335,654.01172781027753,2276.6978545895709,0,10846.948828799914,1590.9299151149144,115475.00363194736
265,4608.5603830096052,11397.008041251851,17181.323931366267,31773.714864814465,2768.638385627607,3892.0050851496235,1414.3622250947387,704.73951678083881,5847.8439106222513,1730.1271174599028,81318.32346117715
266,1489.5280964908766,1429.9060488323439,6786.8038159961816,13557.95407555647,241.40986055177231,1051.0755620675718,1062.7862226368329,0,1473.9858334285841,0,27093.449515560635
267,5750.5858233164081,8223.474916378831,12155.793025489622,20653.632561790775,398.86920767137838,2332.2232219762168,4995.7802617604229,989.48446480323196,2022.4203923916139,320.01939612413804,57842.28327170263
268,1733.6944351729023,2485.0568238921019,9958.8318738802063,8269.4162569234104,2414.9150037299514,1758.0538670937008,268.75931510383441,0,1306.1430250609565,395.83412382535784,28590.704724682422
269,2610.7038349767186,4925.9070460860185,21800.240851898569,13476.870443155021,6015.1720300168736,838.78125598207998,4919.8587681973604,0,1888.219512240144,1398.6046811060946,57874.35842365888
270,2148.8009352984759,1922.0450965968353,9006.9284897985835,4652.2425823974136,1595.1911991713387,1315.5886866216092,2405.8370715596707,250.92907711004204,515.78000826175321,520.48388019282913,24333.827027008556
271,524.88200195208799,655.72954306940323,12070.922042686485,0,0,0,910.9243891951869,0,1102.5208472880713,0,15264.978824191234
272,1520.5753847152018,1926.8205906305518,18053.439102181401,13921.312657853316,1031.5592002615076,1162.0348774774868,1479.6268767116576,0,1187.8640206118048,213.93027475006335,40497.16298519299
273,4416.7419061646415,10852.520883529563,32128.885607912325,33312.413065833927,809.0288694109903,4413.1825573428005,1766.6202525722751,0,958.6243588433565,181.62416809964228,88839.64166970953
274,3018.1701360859338,6365.7823934853823,43266.342795487704,21429.05909477422,6867.7100521388338,4113.7115479436679,5237.6249175570265,126.2829017667474,7511.5873601154663,751.40594424214771,98687.67714359712
275,1721.586597408643,5326.6371240681974,22446.266177195099,27734.320883268319,2537.8352901720614,6325.7171155648794,4820.4134795649197,0,4976.3233961973647,426.2377436561718,76315.33780709564
276,7509.0364815774165,16069.169025008563,37674.535973806494,55839.192190308961,10264.686738370341,4132.2531771648955,5879.63620196806,0,3461.5759626978638,603.87764421874692,141433.96339512133
277,379.40873440450099,2963.0397201904761,23038.253352912332,25621.124749472739,1024.0745536239806,1572.2466849525972,5595.4779671573224,0,10348.728142759279,0,70542.35390547322
278,5444.9596170861141,15123.974620837889,48354.77190522445,69014.436164389001,5674.958177927424,8445.4920684086756,8146.1006921935996,494.66204658289024,16722.563688511666,1858.3006280238428,179280.21960918553
279,5130.5497215557189,10572.952523059535,20017.694614596316,30206.221979562397,1299.1013537944664,3200.6022207715187,2873.808280471148,0,4365.0017972742116,0,77665.9324910853
280,6256.9964640230201,4581.5880939173194,21499.62087397862,18507.030046484004,3329.6844912404176,1293.6156345971035,1552.2179538435107,123.15207638775831,819.93131110973002,163.63541859165068,58127.472364173125
281,861.03355593247318,10582.563204398355,17924.936646081256,17626.551436502898,4849.7212960834986,4127.6335651825366,1311.5167544086707,294.32605694262276,1185.6338477111669,1505.8616919386595,60269.778055182134
282,1717.5289352714135,11010.434292151251,15534.312356974409,14720.008135027152,3854.6479924404189,4019.7152381727983,4312.0699363910398,0,2180.7516651311371,0,57349.46855155962
283,3064.1567725931486,1700.8596326352333,7761.528725760797,5957.5186307928379,797.42860979244858,1305.1417460412579,527.40172914644063,0,558.83651446427371,1024.220442144926,22697.092803371364
284,3116.3045129691632,5966.9914586830246,23250.406429423769,27538.122306359804,1398.1025663437836,1383.0653396333926,1337.1047236238655,0,4377.6462426279904,142.60702788867846,68510.35060755347
285,7626.794932960318,4178.5904582977719,30381.49618005328,47915.76098635231,1012.3604908854604,2025.5839382802951,2067.1903021624626,0,2127.0945928684714,0,97334.87188186037
286,6082.6101690925398,7269.1566929161072,13935.964415251237,9332.0490517147427,2307.9422484288116,539.08967331300391,716.44110420497827,0,1635.6792046411601,0,41818.932559562585
287,4848.7656905776394,5957.4011629866827,21991.511829742998,13716.637792061723,2780.6002201395522,1895.0546865130293,2460.68824357425,0,3140.2208262726908,630.00086907526565,57420.88132094384
288,521.81901784234128,529.2753235007815,13589.081210259041,32882.020632863874,1730.5368848263483,1364.0588937910209,694.8152055139243,0,2034.6123104448034,485.5592442548317,53831.77872329696
289,2473.4873341035563,3883.6510008351829,26338.902586864042,39168.868414613462,5998.7704309533156,4773.5865937329108,1326.438081737535,0,1524.047205409825,266.9823622608817,85754.7340105107
290,1425.4413978880402,2320.1097072997404,26042.34486465056,25285.157883718268,2099.0903062462198,3165.6556280530913,936.02008909054314,0,6712.6224046396264,146.59553515426217,68133.03781674035
291,3437.1122226955267,4638.1738907894296,23001.25112242033,38317.212342079554,4053.9855866108373,4160.6966540924377,2705.0039091646518,0,6443.5827717671646,0,86757.01849961992
292,1125.2762287820997,3116.141947681102,27419.3918128121,50703.607222789447,1648.8035885786871,849.36602631233723,912.57954276928649,792.72189086690514,75.481350478809489,0,86643.36961107075
293,225.18936317552527,2902.4938875442458,27131.516795489941,30969.60368077812,3547.3104807495602,3410.4787386099492,2287.9391045370562,36.765995124113871,4178.4664489883007,0,74689.76449499681
294,2484.9868494289813,9688.1775781195138,20087.804664590876,58217.413432464338,4622.394578696596,3032.7741614338242,2786.1426326515284,0,4513.4105667820722,0,105433.10446416774
295,4081.3195462056651,6089.2338158090643,35444.692086192525,84276.754658780934,3975.3728281411422,2169.1661472046044,2325.4374335161101,0,1303.9746264510043,0,139665.95114230106
296,59.106240809322436,1166.9458568783984,3191.3741948307356,2818.9308768120632,483.73973227765691,0,291.78036142694339,0,47.278887570105745,0,8059.156150605226
297,165.08491637557208,624.4578062997939,2229.9340127991286,3012.9681529134523,214.88022250828982,0,110.85927246732678,0,1117.0197980287055,0,7475.204181392271
298,3571.5096835787458,12789.756890589262,47163.334833609762,120198.97133068889,5600.8463964492566,8941.3109602737841,1690.2437056958754,2579.238139301317,4720.8340652823836,142.14016767594484,207398.1861731452
299,214.07345234364465,791.79443082648038,3918.1800991146606,3354.8915778489845,340.17283533168188,149.18520960791847,34.291711932813463,0,84.491230869822004,0,8887.080547876007
300,0,0,102.04200587907086,10.279284804018989,0,0,0,0,0,0,112.32129068308984
301,11217.918640765751,20657.532487978224,85826.952755582752,32311.328447800068,5342.0439776260018,3620.1069650473592,7187.0604454245822,544.13317073647625,3594.0781676797787,4369.2143994414682,174670.36945808245
302,2788.4626631282786,4658.6821057746856,24680.726608493034,4852.099420511835,1425.8604431669448,5150.466270604059,2241.4487984429438,0,4196.7215460861389,169.22140442543918,50163.68926063336
303,1601.8981671093425,11017.58237639059,23286.369482025595,20907.956580787588,6411.1864680156823,8202.1182888283329,3269.723844645343,0,3324.8673259695056,1102.4423186113531,79124.14485238332
304,2330.2703461584142,3556.7504184340878,23398.016697735369,14727.137236385855,1878.5851062528147,1238.8036215998259,2126.993325845734,619.14094434644551,3500.7261849909719,302.81773714319917,53679.24161889271
305,2710.7824726198069,15022.739625361286,40623.112052472279,55107.382330468405,3198.520061558695,4832.1501911702617,871.42312458409151,0,3362.06833419037,854.68927464084061,126582.86746706604
306,6760.0219350602874,12162.440658067606,49875.918310590459,70931.183732326812,5872.6456473014459,6732.5901741356056,6615.0935366628892,0,5844.4532841886048,868.76414074963952,165663.11141908338
307,10787.156168708574,12009.226604945812,18444.848052556736,24237.930852548674,2259.9212453918135,9537.9579724181513,476.57834874625155,0,1566.0874726112011,293.04806354982566,79612.75478147702
308,4910.9022392413981,18961.476443792752,42515.151444329676,57656.250254805404,698.32534838853974,5406.6103719843923,1814.4720432700674,619.14094434644551,996.49790790150473,0,133578.82699806016
309,711.9122966912463,2220.2299926544542,15635.200710190835,39741.962874193428,1817.9395012878322,3024.8509202857326,263.17782228858295,0,4137.9517196399447,0,67553.22583723205
310,3168.3952156616456,5523.9051601103838,17227.970357404523,35138.668864073159,1436.2452448673343,1529.7951490171668,444.57478530614981,0,2921.4502411608564,0,67391.00501760123
311,179.51080984416902,4285.0657317675204,9715.0532928981211,13276.750932717143,1694.4501807517281,1632.0843365769033,717.36899090216195,0,1166.7170743259926,0,32667.001349783743
312,5689.9061101821835,14974.107672485256,35162.020747084993,48717.394945880551,2586.4854318438729,5457.2407830627453,4204.3887469009624,0,1384.5961173815122,0,118176.14055482208
313,1702.198217204176,7822.1602023957203,15648.290227863748,44322.181547351989,4104.6354909000001,891.78610443667958,5303.7519082590488,159.210687695811,2954.2102121443404,623.7839561060814,83532.2085543576
314,1123.7918616458223,3693.1257575835562,9296.7448281516063,12417.645838246077,2627.4329941518886,2926.055389018235,860.00368639715998,0,2092.7864129601744,271.57837894957896,35309.1651471041
315,1855.7825304541432,4159.0125293306082,33540.158284130841,58695.860279712251,7118.2976885493972,6476.3287911694188,3849.7444036001348,0,3848.0674114225817,0,119543.2519183694
316,6640.2746757705145,14351.018278364441,41862.393743543136,58749.152499844771,3087.3418629938105,4435.1273219117875,945.66977718149838,0,6528.6733156339078,0,136599.65147524385
317,1616.3150213430176,3525.0043165523875,22869.302309990158,5964.414347789193,1193.277128192369,2816.3417686837261,1196.4207004470875,0,1737.4817561473994,136.32887993543591,41054.886229080774
318,964.69677278006407,858.81403021064375,7948.395920642728,1773.385497579357,313.0585663020135,2744.9861846875015,679.13444672232345,0,715.98440360529105,46.677623195150659,16045.13344572507
319,1525.3859556923314,2946.2981410065495,19844.963668975466,9026.7171101872063,2729.4516555799319,1159.6167850183144,4065.9333622692948,0,2676.3635174393721,165.47675532226827,44140.206951490734
320,244.91531905476924,3054.4840571155191,19043.143343319789,11721.17915936315,1523.4478384292565,2380.4458967808541,1462.117889562091,0,518.1193487080111,212.57848719660473,40160.43133953004
