work_zone,fixed_address_jobs_outside_home,at_home,no_fixed_address_jobs,total_jobs
402,11732.939580261724,4414.102272685303,4371.60044423696,20518.64229718399
403,27416.349828786377,2689.712143232037,1825.97251476274,31932.034486781155
404,55076.64007129336,9714.191776871923,4097.785986058335,68888.61783422362
405,7045.305060032236,687.0713357868951,1623.9932311518746,9356.369626971005
406,3355.5055434179108,1400.8228249301726,305.844479454974,5062.172847803057
407,34808.57580183565,5450.392828113245,3843.1705435289114,44102.13917347781
408,24414.231602221946,3289.5137330674584,1844.647194684436,29548.39252997384
409,18967.726758973196,3106.2938120645576,961.522521830852,23035.543092868607
410,26799.842032036417,5980.795570673732,6787.80440830882,39568.44201101897
411,6515.200264947323,4069.4834058944266,2669.7963180613815,13254.479988903133
412,6889.333577693058,1465.742129195683,1805.25978012377,10160.335487012511
413,4944.429223427263,1302.9770725831124,406.9052286597963,6654.311524670172
