destination_zone,metro,train,bus,chartered_transport,school_transport,car_driver,car_passenger,conventional_taxi,ride_hailing,motorcycle_driver,motorcycle_or_mototaxi_passenger,bicycle,walking,other,total
92,7369.340209024743,4582.672123400538,7816.018103954011,22.72157862439864,59.062207433451995,14939.933913655415,1501.501581950519,0,643.1930109349776,145.44804768750512,0,55.43814016701196,2324.837862442946,0,39460.1667792755
93,15456.3177901255,14105.665059967036,13123.840282817911,0,1308.0145799440727,13475.293985147651,5052.612724522145,180.06623598698948,2274.639551509091,479.8297036309331,0,1462.432869909259,6276.913504168585,0,73195.62628772922
94,6998.004231736384,3721.0442229701903,7348.020892078697,0,342.6167885745191,9084.972664769204,3682.346508519506,0,1557.9358767486062,135.1066217006355,126.2829017667474,338.28695844240224,6551.9601954061945,0,39886.5778627131
95,2709.451270490822,238.00019901236857,1951.8714966918683,0,1617.0480961924204,11831.761542031758,4742.0694188628295,110.0769577588,2049.0945915617326,579.9665053044635,0,175.31388454268802,4311.556704390148,116.62087156924667,30432.83153840916
96,3898.01117085564,2125.017401591968,4002.4422792556825,0,945.327265238597,11947.46195386908,2832.9048125272216,47.789679610567354,891.2655293989395,300.77932540692643,72.84330091340955,986.1152699942313,828.7520060890719,154.02758985347896,29032.737584604783
97,1352.070327284552,357.47605552408527,3434.38278339266,0,1363.9200945337082,9301.990035455288,2538.3818946635074,80.52674278361525,2612.637935102935,578.0199394201471,0,1088.9731707211631,2933.6601469611587,75.02243643823485,25717.061562281066
98,1520.8810281314995,527.046088709324,2559.067588064164,0,217.57319851469285,6283.176599067088,1629.257410431428,0,567.6788379801269,793.1731838519544,0,960.3015136716908,5349.8092665132435,0,20407.96471493521
99,4575.669739126751,6060.525553802994,3410.651724203588,24.093241191043344,99.48601290543145,7975.149470180034,2082.0133181278534,0,828.7453941585669,604.2783962138462,0,0,4504.465375668889,0,30165.078225579004
100,6725.362735256776,14691.76855794402,38990.739518120834,0,3316.858055565124,30089.22235032393,8499.530451675537,7.3658855796687215,2815.7028536490875,5296.74641511258,366.6393143862881,610.4445800581814,18436.843824231804,259.2169062132529,130106.4414481171
101,3391.163195155948,2113.6908383197824,6215.465354305175,0,1888.0801164315355,8033.717378642025,2285.8988441894026,1007.1790951118488,303.4251580702479,78.12936214160683,0,0,1075.8199013056262,0,26392.569243673195
102,1591.4619210148342,3146.6550412696033,3118.245157753606,0,2727.694109180793,7635.773478893984,2359.8301684884377,159.80878204417832,3399.368893605856,963.8395494906744,0,193.7254186649631,2090.403097231526,0,27386.805617638445
