residence_zone,income_up_to_2640,income_2640_5280,income_5280_10560,income_10560_15840,income_above_15840,total
213,5652.0105623755417,13010.877692675736,18816.89197123954,6289.5044061017397,4633.7153676074595,48403.00000000002
214,3565.2564576533969,10170.249666454565,7873.1474907626871,3100.4378610218118,1457.9085241075459,26167.000000000007
215,3582.475027625278,14460.487513957858,13490.374565350143,7260.4208544604198,1362.24203860631,40156.00000000001
216,9677.0779604022391,11572.32078535891,11774.281673358651,3403.099446624864,3381.2201342553212,39807.99999999999
217,4453.4666853495182,11929.795798474503,13284.49276182454,2372.2447543514413,0,32040.000000000004
218,17121.035488104131,31909.903671968921,11738.204302354046,5140.8565375729049,0,65910
219,5840.822060330901,16030.134748440632,14258.378050975962,9440.5793361645974,3469.0858040879207,49039.000000000015
220,6127.5669936621471,16077.708382925777,8565.5261096599661,1736.2441668691306,2859.9543468829634,35366.999999999985
221,13072.964991260997,23408.594521374514,15674.881737118436,3493.5587502460385,0,55649.999999999985
222,8791.7816817825005,15171.426372596034,14459.489693484578,1541.8619713076541,7833.4402808292216,47797.99999999999
223,3911.5567944875788,13684.990400847402,10326.778485935054,810.67431872996394,0,28734
224,-,-,-,-,-,0
225,8284.9882577977332,21707.361827044191,16325.059789055194,704.59012610288596,0,47022.00000000001
226,16196.771558936845,37135.552295427755,22537.829891365745,7923.180832178311,613.66542209138697,84407.00000000006
227,21525.425507859967,22317.777809473362,16889.128983863255,1357.177455511151,1981.490243292234,64070.99999999997
228,19022.101931097892,15562.770297468478,13376.127771433621,0,0,47960.999999999985
229,32557.918835550703,72259.476415328842,29362.60474912043,0,0,134179.99999999997
230,19738.632688392587,32300.004282912974,12783.363028694443,0,0,64822
231,18080.488579730005,17604.528430500213,13460.982989769782,0,0,49146
232,11198.941974497648,22858.307609287112,12771.750416215273,0,0,46829.00000000003
233,12936.228047338594,31726.655475796735,10401.407454901657,2053.528988887922,327.18003307511498,57445.00000000002
234,29647.184928422823,32848.763219374814,12003.826409828996,1332.22544237337,0,75832
235,16336.584235762086,35990.910685539173,22386.61371243119,1279.8913662675729,0,75994.00000000003
236,679.35628482307129,3811.9719762259028,4251.6808082652942,1664.4163209629824,1664.5746097227457,12071.999999999996
237,654.35731678281866,2055.7030844947199,5704.4935062586173,1503.2345206884561,1166.2115717753898,11084.000000000002
238,1574.7670415452969,4364.5399687566751,8323.659370137073,1992.5272970522028,3767.5063225087511,20022.999999999996
239,968.91671410332481,4475.2337333682999,7481.0096106182782,853.45936052984541,985.38058138025042,14763.999999999998
240,508.17229313172697,3921.7164571583507,8931.0769404750536,4151.4155555398174,2943.6187536950592,20456.000000000007
241,354.26130047897919,4656.9710437984522,4291.6517148442017,947.14974190789644,613.96619897046594,10863.999999999996
242,5285.1777892034206,14824.961384171813,9786.8608266247738,0,0,29897.000000000007
243,715.15777348766301,11724.284571152155,25246.550608618672,6045.6749864208386,2062.3320603206867,45794.00000000002
244,17225.96330982717,36558.105453601915,12384.241790423408,1011.6894461474951,0,67179.99999999999
245,3863.966241288008,12874.827106974697,7567.9175893910406,774.28906234624799,0,25080.999999999993
246,2694.4321844546021,9751.8274920377953,9293.0134094393343,7697.1459696444217,759.58094442383288,30195.999999999985
247,21536.046959938816,52977.212059028221,20581.228244830188,1319.3991940160681,3267.1135421867307,99681.00000000003
248,-,-,-,-,-,0
249,6293.3001784145654,15624.150227330127,12326.44176376346,3738.4508774927931,1137.6569529990538,39120
250,188.1377966383896,2178.7860046295832,7865.4057359079934,3309.1542225430221,6346.5162402810092,19888
251,2220.5746257344713,11056.689754283119,9100.9062942781948,1245.064654356702,1407.7646713475099,25030.999999999996
252,1890.738029643124,5464.5387534170441,9261.7566645332881,3203.2512375598717,1865.7153148466662,21685.999999999996
253,1041.6224261253865,2832.2085225763885,1464.6209092114793,193.68403714900361,73.8641049377472,5606.0000000000055
254,768.07899619646798,13699.049473225021,9353.4424435286874,9014.8825845304673,2322.5465025193789,35158.00000000002
255,3815.6192483503478,36379.012819989141,24637.493978400584,0,2719.8739532599716,67552.00000000004
256,3100.9098716226245,8845.8281070200956,11376.24103045863,2847.0753301515015,1712.9456607471384,27882.999999999985
257,4935.7381595598235,13472.799145295325,21236.512013362979,3132.7989131084933,1615.1517686733732,44392.999999999985
258,15545.116579065192,29411.085219910648,24235.79820102419,0,0,69192.00000000003
259,11148.473810777206,10439.245475261974,11932.882501001388,874.693585020775,305.70462793864459,34700.999999999985
260,4086.3383209215758,27618.825472494053,11277.429575391683,293.40663119270999,0,43276.00000000002
261,13802.351118156825,21661.908490179841,16860.077944530924,1154.662447132421,0,53479.00000000001
262,22348.143222705305,43228.736260093741,10529.485064335062,3069.6354528659317,0,79176.00000000004
263,19409.351874368516,29196.976858812352,10476.882046658888,3626.789220160264,0,62710.00000000002
264,4243.6610199608594,21810.752160783511,36907.362919951433,1344.2238993042099,0,64306.000000000015
265,7395.9160319936964,21970.13456389718,12695.490584395975,776.45881971315248,0,42838
266,2389.6459837051884,5381.8311506254749,10488.03410687219,1353.7323265229295,400.75643227422279,20014.000000000004
267,9694.4410905160676,12946.177431716329,6062.2003998026585,3689.1810779649509,0,32392.000000000007
268,300.32859851638074,2049.0891142002879,4147.799232519119,1470.4757249432041,4935.3073298210029,12902.999999999996
269,383.55583107987496,1051.1176503953097,4808.0144793924228,3626.754051346933,19482.55798778548,29352.000000000025
270,62.589069955680799,1790.1763565622136,4157.5315777580627,1837.3545436925147,1638.3484520315299,9486.000000000002
271,-,-,-,-,-,0
