residence_zone,formal_employee,informal_employee,public_employee,independent_professional,self_employed_registered,self_employed_unregistered,employer,family_business_owner,family_worker,total
45,7759.6901926739565,1032.84247246103,1599.9823737994352,1643.0093336385712,3674.0997822266177,3980.538523824513,1216.735452308164,0,0,20906.898130932284
46,8423.452804261558,998.883019187787,1095.974097856585,189.335223316138,3730.137434658861,1331.613923610574,0,2013.9171511421307,0,17783.31365403363
47,7404.771751164483,155.500937656085,2019.3373248551736,308.598635502316,1074.081257212235,1217.8691721957148,0,655.312143981596,0,12835.471222567605
48,4252.949200909913,247.2329106012118,346.895353814862,411.030397332751,3363.5430232148315,1947.2108032070437,635.05099578867,162.255024931285,0,11366.167709800566
49,2857.6741882940764,258.62644683232685,394.7457182082778,1055.2673248206297,2722.5731668415374,1456.092412182834,306.2936964474949,108.7381483048227,0,9160.011101932001
50,3584.0646917039094,0,151.2777809383822,33.0152032481432,1023.4657262236806,153.6086262893258,0,0,0,4945.432028403439
51,3652.9162512867106,219.5208116522627,1140.0937268809864,574.5208692595219,2374.498348862252,717.8394841656274,122.9564343543155,77.3478744176477,0,8879.693800879328
52,3283.7592309803576,38.2889714982732,253.697783920334,1097.9594543374285,315.8695567855794,468.164661053973,307.5268873425233,134.820276924827,0,5900.086822843296
53,3457.1712170632313,229.80307629045032,224.005418482472,1279.59358429973,1757.1284270119645,793.9966070617222,231.5933361248964,105.197284890264,0,8078.488951224728
54,2875.905038733498,177.09722398374697,66.3930322223671,233.35176657573,654.1613829983474,221.6382990759318,39.283070181028,169.46700917173413,0,4437.296822942384
55,3473.712887502702,0,317.8526387019894,1116.903343509082,3675.018138908379,445.8160308141808,0,97.5463233767539,0,9126.849362813082
56,5712.698033875412,163.1257229467086,352.4624857778283,300.7026989021356,2914.9362422923946,1108.8215572728882,0,149.840710365987,0,10702.58745143336
57,6260.676139396947,160.5740804109594,0,1095.0691572070773,3638.258223877051,966.941383226678,0,524.5582592044619,0,12646.077243323163
58,9422.086796855583,0,734.1508713274014,348.06351180626837,5955.149551787146,1420.8090803741534,759.582459059906,0,0,18639.842271210466
59,12816.212333984067,218.83515627282,1814.76893052238,1099.052172347551,4421.205270650439,3958.7853004926,384.146818839779,604.945120556482,1675.800215666457,26993.751319332576
60,10327.710545902288,0,0,0,1155.4522258993627,868.7801988059113,0,0,0,12351.94297060756
61,10195.758827106843,0,123.192538968551,217.973726746409,2871.384036886536,81.0046465745229,0,0,0,13489.313776282866
62,1349.3227218020772,79.41417266433271,90.1926953192422,58.601835184782296,822.5641687100936,217.79284344917193,0,77.6148542648036,36.5726423876927,2732.075933782197
63,721.1151856844451,7.804160125588699,0,24.2304421768708,240.6968109558572,72.25773267302885,9.41326530612245,30.221535982814252,0,1105.7391329047266
64,7796.216097598307,192.986295565326,821.2921193420199,444.19769714421307,6070.558525613546,959.3725807572412,1142.23728510458,335.03672891229996,224.513669667774,17986.410999705302
65,7038.645273922614,104.95652173913,316.531746031746,682.421404301265,3691.595588774304,2409.1664698637205,77.3684210526316,161.285714285714,0,14481.971139971123
66,2240.6556976421866,112.2844284005568,361.01547843587787,1142.7552056568852,866.3807157152747,103.10550946187972,280.5364068195638,658.3182001399315,37.2675069941762,5802.319149266335
67,1734.470577915206,179.0031977371151,58.4807578344701,772.4177293032777,1981.4642825357716,473.03511793777136,387.1394870630209,30.9977199803885,104.7675565373455,5721.776426844365
68,5627.42830445725,576.4189111661631,509.1412001623632,551.8004010155131,4297.982157525143,1840.1969908256497,314.39883607631333,0,193.67480641807327,13911.041607646446
69,3030.273621786419,168.569468076611,0,633.120233939622,740.9178766152224,292.0691785145536,326.571784836054,0,0,5191.522163768481
70,2694.5031918717013,152.4475027341435,691.7645047335179,86.2873207154235,3126.7082536762687,676.0441415191353,179.7378745261176,311.989097179678,0,7919.481886955986
71,8557.512416544516,0,846.766361486867,2607.899372620228,3000.876125062655,2056.118436133839,226.836173369017,264.791872011049,0,17560.800757228164
72,3451.1918715596116,0,211.8768000960939,532.8589810221877,1812.8669953291817,145.0764304346696,0,0,0,6153.871078441746
73,1789.1796978106338,157.3604378207454,107.339061254664,431.2976257948905,1995.441377225519,800.8431445126306,0,53.761275556551,0,5335.222619975632
74,2810.913044652458,150.5753117050921,185.5373209196704,170.64149429752257,1757.5913649688912,533.8825130211744,124.8027044139035,115.2388244433614,0,5849.1825784220855
75,2493.3080362934834,107.9349132724053,385.5176686778954,438.6670696432437,3040.2040027685066,777.2212533052464,115.0010643264902,73.5774453249947,78.76695611935969,7510.198409731627
76,2494.826356815322,77.54522523421821,218.77580361949032,318.0994159403268,1930.9590359098256,523.9195939354777,0,21.5981157232313,36.4595924150078,5622.183139592893
77,7620.389363672625,686.772733404284,372.587604800433,0,3235.411717706538,941.124543881363,0,320.47790169889504,0,13176.763865164134
78,3782.0359730638006,52.6551240486329,405.952335342037,221.8523134998173,3839.6504901546145,748.1325809313952,172.72902361808548,226.4133208568733,39.070072219603,9488.491233734885
79,1590.4168032548523,123.61683389678733,409.1647122362878,981.3618822454637,1497.8071935884043,720.215984943242,254.51221086383487,104.7258642669762,0,5681.821485295843
80,4853.012169348075,24.896829896744105,553.0570371913344,724.0864523840469,2654.928236160223,1173.4911340285526,154.2739862531976,626.4167065720176,0,10764.16255183419
81,2559.0091896407675,42.1333333333333,255.1277360066834,282.9999582289056,2178.8949987147353,798.5840852130328,238.33928571428575,273.3305555555555,182.6202766531713,6811.039419060482
82,2259.7064290741378,625.5073864238688,478.6792109312686,734.7342207671965,1817.595988329092,1686.9332279986074,219.64499903028792,0,0,7822.801462554459
83,5476.694954180742,265.96480977009605,1192.67602408711,678.2814629430044,2003.9005989861816,3623.7658465986215,420.09177487718114,251.3105131766146,0,13912.68598461954
84,3259.289821000486,45.9268835114056,536.4520069148193,2498.380631339121,2108.0968713064476,683.2397212130827,0,131.5885823627504,0,9262.974517648114
85,862.8085984064245,55.837662337662294,106.17647123408,358.1583537235711,651.527537800364,257.623015873016,135.16439393939413,0,0,2427.2960333145106
86,636.2449225302373,44.80828365314274,8.23388201725186,68.63162135832884,295.6067629275986,488.90646724283874,24.14330274503016,15.9094207277783,0,1582.4846632022072
87,3683.8395668229264,616.9051181897047,135.682854793624,369.38471606913384,3789.217147618376,1615.526929094316,29.3588204605975,143.8327861402428,0,10383.747939188925
88,9494.275122265575,445.85994664827695,1235.388279115788,3202.3046710744284,5413.251287421558,3301.2421105390863,431.872109961619,0,0,23524.19352702636
89,3890.501584448722,0,483.37119741644096,185.14888051994384,2427.2783667604717,450.375457576949,0,0,0,7436.675486722528
90,2900.572289998097,59.8907134832871,967.0628747996597,405.12982392264263,2162.7374597967196,559.5874590043006,82.9323043434026,0,0,7137.912925348105
91,3095.7306990353086,518.997518237706,324.09068555548,251.010667018087,722.4705939644259,1520.8906600770165,0,0,0,6433.190823888018
92,825.8251633986931,19.2352941176471,164.3019607843138,85.4428104575164,282.4464052287582,174.0964052287582,0,0,0,1551.3480392156866
93,2640.7971541651445,122.0522895163788,107.0735995070638,40.9723484960304,1614.9707534129689,995.4008463872755,94.3062887707321,87.4634841765497,90.1161269451586,5793.152891377303
94,1678.7896061587137,94.5010502738251,228.2137253054559,227.8062987115921,1018.671860374659,288.0045722657161,55.1238883138757,0,0,3591.1110014038377
95,3317.598141353606,152.8475423186952,0,1559.2307658221373,1036.7431953378343,1240.061018234377,563.949000987211,75.4595897771195,82.4983257753807,8028.387579606363
96,934.7272828029412,343.6346226698817,291.71369924494667,328.0325661308939,798.8545850465468,480.64765543643375,273.9608423206022,0,0,3451.5712536522474
97,3062.9620654741193,283.536398669375,565.8063579026009,1214.6495641181104,2052.5304481981643,848.3010230131665,546.6611225046071,201.1947881813587,55.1113743544144,8830.753142415926
98,2408.559216416749,1013.6188320344008,157.68498097477033,93.5585662005283,606.65907273212,458.618918591405,60.8825075218037,0,0,4799.582094471779
99,2707.7525065536943,387.72283956469425,226.1666850794079,55.0668589641671,479.0416226956078,747.5692552932751,0,0,0,4603.319768150846
100,5832.036831742763,870.5722021640289,1085.2647350574591,796.2463515988148,3025.442246224456,1938.7484448375976,1468.6568281534232,0,0,15016.967639778532
