residence_zone,no_cars,one_car,two_cars,three_or_more_cars,total_families
338,3927.88,3570.7999999999997,1428.32,0,8927
339,7648.603773584905,4063.320754716981,956.0754716981131,0,12668
340,,,,0,0
341,472.20588235294053,2109.1862745098024,535.166666666666,94.44117647058808,3210.9999999999973
342,1443.842105263158,1925.1228070175437,412.5263157894738,137.5087719298246,3919
343,2142.2692307692337,13159.653846153877,612.076923076924,0,15914.000000000036
344,118.3333333333334,828.3333333333339,887.5000000000007,177.5000000000001,2011.666666666668
345,2565.92,9897.120000000003,4032.16,2199.36,18694.560000000005
346,6945.8823529411675,6945.8823529411675,868.2352941176459,0,14759.999999999982
347,,,,0,0
348,12613.886792452831,13760.603773584908,4013.5094339622665,0,30388.000000000007
349,1406.75,1572.25,331,82.75,3392.75
350,,,,0,0
351,14060.520000000004,11456.720000000005,1041.52,0,26558.76000000001
352,10427.2,13171.199999999995,2195.2,1646.4,27439.999999999996
353,,,,0,0
354,,,,0,0
355,,,,0,0
356,12435.185185185192,6583.333333333337,731.4814814814819,0,19750.00000000001
357,22570.8984375,13843.484375,1805.671875,300.9453125,38521
358,1651.4666666666667,600.5333333333336,0,0,2252.0000000000005
359,4399.68,7699.439999999995,1649.88,0,13748.999999999996
360,227.6,2731.1999999999994,3641.599999999999,455.2,7055.599999999998
361,3096.3999999999955,3612.466666666661,774.099999999999,258.033333333333,7740.999999999989
362,1294.7666666666687,4254.233333333342,0,0,5549.000000000011
363,1945.2777777777749,4668.666666666664,389.055555555555,0,7002.999999999994
364,5773.862068965516,7873.448275862067,1574.6896551724142,0,15221.999999999998
365,1722.5316455696195,1076.5822784810125,35.8860759493671,0,2834.999999999999
366,571.7666666666663,1244.433333333332,201.79999999999976,0,2017.9999999999984
367,5611.764705882355,8417.647058823533,1558.8235294117649,311.764705882353,15900.000000000007
368,3460.3098591549247,9227.492957746463,961.19718309859,0,13648.999999999976
369,6724.666666666676,8165.666666666679,960.666666666668,0,15851.000000000022
370,6418.880000000001,10831.860000000004,2407.08,401.18,20059.000000000007
