origin_zone,public_transport_minutes,individual_transport_minutes,walking,bicycle
449,45.522638344329849,31.642816961248034,0,21.937964520186096
450,58.92717711021055,30.854703324957079,30,18.675555800823918
451,49.694587939279316,29.681367672638238,42.5,10.924355848821444
452,34.0394561639215,25.537563882292869,40,15.133250926050019
453,53.430309940637713,24.463857199023323,0,12.136096077499538
454,54.387730318482781,23.302741179635294,0,16.132364578907954
455,58.627600500275136,25.379631706101939,15,11.662220055698729
456,42.971389841379818,21.487630615599489,0,17.659238482367211
457,38.172964362859432,22.534232821609574,20,18.209608673189749
458,36.559308277558756,28.099591563191545,0,15.506922842815742
459,45.8627714441173,24.355985476304305,0,15.506096456045482
460,42.655119322953382,27.149385565351608,20,16.926891841841393
461,-,-,-,-
462,47.997386198102078,29.099697665939161,32.203879564768179,14.458723363565243
463,58.934908183249377,23.378302463236473,0,11.804880085189824
464,57.112049092512095,19.859956484953074,0,16.464901601300067
465,59.730309222261141,21.865288439746074,11.377635366689518,14.436583793832153
466,57.723557340465398,22.295744879836541,42.5,15.11556710724445
467,66.455024649653339,25.24867296090293,28.357369184755246,19.544368287871713
468,61.501204681848883,27.970575978599477,17.5,9.3855375755231485
469,69.072733585782856,23.311216603279714,0,10.883788034130522
470,59.879898687094858,24.970036438524858,0,12.680960392020491
471,63.556907151143264,38.00643932433298,0,9.4588242577846984
472,74.047564258721067,32.340649614732662,0,15.676823810640277
473,76.172123070011978,25.99881388513953,0,15.238704776320425
474,67.012195811065567,37.030013703627887,30,11.836456026276339
475,32.503965206729603,28.430066931977422,42.5,14.81967209774538
476,80.481920901500231,37.41010627067935,0,11.406312963401398
477,43.94455057111373,28.119929227403063,0,3.3665351924893132
478,55.467052004860541,31.920329032783936,0,11.246029131497277
479,41.701846239479757,35.475679282923771,0,14.014959604714965
480,55.793598285058216,30.64096087756992,6,9.6499307774525356
481,80.028959954410766,35.198300175183228,0,14.095361288840536
482,55.902224169738069,26.151591054296958,0,7.878874087734701
483,58.522988626931827,30.697156652569415,0,12.917698701642831
484,-,-,-,-
485,-,-,-,-
486,56.307891319530086,25.818626593057203,0,13.672328188394646
487,84.444753346755306,33.400869137003795,0,15.149032136083802
488,-,-,-,-
489,-,-,-,-
490,69.615907016086311,33.254507051714135,40,12.287905613357102
491,65.954013261009024,33.330361882517067,0,12.534197731434817
