household_id,family_id,first_family_record,family_expansion_factor,family_number,family_resident_count,housing_tenure,bathroom_count,domestic_employee_count,car_count,computer_count,dishwasher_count,single_door_refrigerator_count,freezer_count,washing_machine_count,dvd_count,microwave_count,motorcycle_count,clothes_dryer_count,bicycle_count,comfort_items_declaration,brazil_economic_class,brazil_economic_score,car_1_year,car_2_year,car_3_year,family_monthly_income,family_income_code
13800142,138001421,1,87.56,1,1,2,1,0,0,1,0,1,1,1,0,1,0,0,0,N,5,22,,,,1412,1
13800156,138001561,1,87.56,1,6,3,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,4200,1
13800160,138001601,1,87.56,1,3,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,18,,,,5400,1
13800169,138001691,1,87.56,1,3,2,1,0,1,0,0,1,1,1,0,0,0,0,0,N,5,19,2002,,,3077.89,3
13800177,138001771,1,87.56,1,5,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,18,,,,2869.81,3
13800178,138001781,1,87.56,1,1,3,1,0,0,1,0,1,0,1,1,1,0,0,0,N,4,26,,,,4500,1
13800216,138002161,1,87.56,1,2,2,1,0,0,1,0,1,1,1,0,1,0,0,0,N,4,24,,,,4367.74,3
13800221,138002211,1,87.56,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,3540.42,3
13900002,139000021,1,213.5,1,2,2,5,0,2,3,0,2,2,1,3,1,0,0,0,N,1,55,2019,2005,,5400,1
13900004,139000041,1,213.5,1,3,1,1,0,0,2,0,1,0,1,1,0,0,0,0,N,4,24,,,,2600,1
13900005,139000051,1,213.5,1,1,2,2,0,1,1,0,1,1,1,3,1,0,0,0,N,2,38,2018,,,6000,1
13900009,139000091,1,213.5,1,1,2,3,0,1,0,0,1,1,1,0,1,0,0,1,N,3,34,2023,,,8795.54,3
13900012,139000121,1,213.5,1,5,2,5,1,2,4,0,3,2,1,3,1,1,0,1,N,1,64,2019,2017,,71825.87,3
13900013,139000131,1,213.5,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,3540.42,3
13900015,139000151,1,213.5,1,2,2,1,0,1,0,0,1,1,1,0,1,0,0,0,N,4,24,2017,,,4367.74,3
13900017,139000171,1,213.5,1,2,1,2,0,1,1,0,1,1,1,1,1,0,1,0,N,3,37,2021,,,10850.86,3
13900019,139000191,1,213.5,1,2,2,1,0,1,2,0,1,1,1,0,1,0,1,1,N,3,32,1994,,,7646.47,3
13900026,139000261,1,213.5,1,3,1,1,0,0,1,0,1,1,1,0,1,0,0,0,N,4,27,,,,5388.38,3
13900031,139000311,1,213.5,1,3,2,2,0,2,1,0,1,0,1,0,1,0,0,0,N,3,34,2021,2019,,12300,1
13900032,139000321,1,213.5,1,4,2,2,0,1,0,0,1,1,1,3,1,0,0,0,N,3,32,2017,,,4800,1
13900035,139000351,1,213.5,1,3,1,3,0,0,1,0,2,2,2,3,1,0,0,1,N,3,37,,,,10850.86,3
13900037,139000371,1,213.5,1,1,2,2,0,1,1,1,1,1,1,0,1,1,0,1,N,3,35,2006,,,3000,1
13900039,139000391,1,213.5,1,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,N,5,17,,,,1000,1
13900041,139000411,1,213.5,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,N,4,28,,,,2200,1
13900042,139000421,1,213.5,1,1,2,1,0,1,3,0,1,1,1,0,1,0,0,1,N,3,32,2001,,,2000,1
13900043,139000431,1,213.5,1,3,2,1,0,0,2,0,1,1,1,1,1,0,0,0,N,4,28,,,,17100,1
13900045,139000451,1,213.5,1,1,2,1,0,0,1,0,2,1,1,2,1,0,0,0,N,4,25,,,,1300,1
13900049,139000491,1,213.5,1,1,2,2,1,2,0,0,1,0,1,0,0,0,0,0,N,3,32,2017,2005,,4000,1
13900058,139000581,1,213.5,1,2,2,1,0,1,0,0,1,1,1,1,1,0,0,1,N,5,22,2009,,,2600,1
13900061,139000611,1,213.5,1,2,1,3,0,1,2,0,1,1,1,0,1,0,0,0,N,3,37,2020,,,3800,1
13900062,139000621,1,213.5,1,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,N,5,19,,,,2300,1
13900063,139000631,1,213.5,1,4,1,2,0,1,1,0,1,1,1,1,1,0,0,1,N,3,35,2018,,,12000,1
13900070,139000701,1,213.5,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,18,,,,1300,1
13900073,139000731,1,213.5,1,2,2,2,0,1,3,0,2,1,1,5,1,0,0,1,N,2,43,2007,,,16514.6,3
13900077,139000771,1,213.5,1,2,1,1,0,0,1,0,1,1,1,1,1,0,0,0,N,4,23,,,,1800,1
13900078,139000781,1,213.5,1,2,2,1,0,1,1,0,1,1,1,0,1,0,0,0,N,4,27,2013,,,3400,1
13900081,139000811,1,213.5,1,2,2,1,0,1,1,0,1,1,1,1,1,0,0,0,N,3,31,2016,,,7129.53,3
13900084,139000841,1,213.5,1,3,2,1,0,2,1,0,1,1,1,1,1,0,0,1,N,3,33,2012,2017,,11300,1
13900086,139000861,1,213.5,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,400,1
13900092,139000921,1,213.5,1,4,2,1,0,1,0,0,1,1,1,0,1,0,0,3,N,4,24,2011,,,1800,1
13900096,139000961,1,213.5,1,2,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,3540.42,3
13900097,139000971,1,213.5,1,5,2,2,0,0,1,0,1,0,0,1,1,0,0,1,N,4,25,,,,3900,1
13900112,139001121,1,213.5,1,2,2,2,0,0,0,0,1,0,1,0,1,0,0,0,N,4,26,,,,5024.09,3
13900119,139001191,1,213.5,1,1,2,1,0,1,1,0,1,1,1,0,1,0,0,0,N,3,30,2018,,,3000,1
13900123,139001231,1,213.5,1,2,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,4,24,,,,4000,1
13900132,139001321,1,213.5,1,4,1,1,0,0,1,0,1,1,1,1,1,0,0,1,N,4,25,,,,8500,1
13900150,139001501,1,213.5,1,2,3,1,0,1,0,0,1,1,1,0,1,1,0,0,N,4,28,2010,,,3800,1
13900172,139001721,1,213.5,1,3,2,1,0,2,1,0,1,1,1,0,1,0,1,1,N,3,34,2023,2022,,8795.54,3
13900180,139001801,1,213.5,1,1,3,1,0,0,0,0,1,1,0,1,1,0,0,0,N,5,18,,,,1500,1
13900240,139002401,1,213.5,1,4,2,4,2,2,4,1,2,1,1,4,1,0,1,3,N,1,70,2021,2014,,109316.21,3
13900264,139002641,1,213.5,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,1300,1
13900265,139002651,1,213.5,1,2,2,1,0,0,1,0,1,1,1,0,1,0,0,0,N,4,24,,,,7400,1
13900271,139002711,1,213.5,1,3,1,1,0,1,1,1,0,1,1,1,1,0,0,2,S,6,0,2022,,,10800,1
13900276,139002761,1,213.5,1,1,2,2,0,1,2,0,1,1,1,0,1,0,1,0,N,2,39,2022,,,12481.46,3
13900304,139003041,1,213.5,1,3,2,2,0,1,1,0,1,1,1,0,1,0,0,0,N,3,31,2010,,,7129.53,3
13900319,139003191,1,213.5,1,3,1,1,0,1,2,0,1,1,1,1,1,0,0,0,N,4,28,2011,,,5779.08,3
13900408,139004081,1,213.5,1,2,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,2600,1
13900433,139004331,1,213.5,1,2,2,2,0,0,1,0,1,1,1,0,1,0,0,0,N,4,28,,,,9300,1
14000002,140000021,1,320.754717,1,3,1,1,0,0,0,0,1,0,1,0,1,0,0,0,N,6,15,,,,6500,1
14000003,140000031,1,320.754717,1,2,2,1,0,0,1,0,1,0,1,0,1,0,0,0,N,5,20,,,,5000,1
14000004,140000041,1,320.754717,1,2,3,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,18,,,,5000,1
14000005,140000051,1,320.754717,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,N,4,25,,,,5500,1
14000006,140000061,1,320.754717,1,2,1,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,18,,,,1712,1
14000011,140000111,1,320.754717,1,2,2,1,0,1,0,0,1,0,1,0,1,0,0,0,N,5,22,2012,,,7000,1
14000012,140000121,1,320.754717,1,3,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,17,,,,2675.79,3
14000013,140000131,1,320.754717,1,3,2,1,0,0,2,0,1,0,1,0,1,0,0,0,N,4,25,,,,5200,1
14000014,140000141,1,320.754717,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,3000,1
14000015,140000151,1,320.754717,1,3,2,1,0,1,1,0,1,1,1,0,1,0,0,0,N,4,24,2013,,,3000,1
14000016,140000161,1,320.754717,1,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,N,5,19,,,,2200,1
14000017,140000171,1,320.754717,1,2,2,1,0,1,2,0,1,1,1,0,1,0,0,0,N,3,33,2011,,,8200.91,3
14000018,140000181,1,320.754717,1,3,2,2,0,0,0,0,1,0,1,0,1,0,0,0,N,5,19,,,,2000,1
14000020,140000201,1,320.754717,1,2,2,3,0,1,2,0,1,0,1,0,1,0,0,0,N,3,35,2019,,,4000,1
14000021,140000211,1,320.754717,1,4,2,1,0,0,0,0,1,1,1,1,0,0,0,0,N,5,20,,,,4500,1
14000023,140000231,1,320.754717,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,N,6,13,,,,1412,1
14000024,140000241,1,320.754717,1,3,2,2,0,0,1,0,1,0,1,0,1,0,0,1,N,3,29,,,,2500,1
14000026,140000261,1,320.754717,1,5,2,1,0,2,3,0,1,0,1,0,0,0,0,2,N,3,30,2010,1996,,5300,1
14000027,140000271,1,320.754717,1,3,1,1,0,0,1,0,1,1,1,0,0,0,0,0,N,5,19,,,,2000,1
14000028,140000281,1,320.754717,1,4,2,2,0,1,2,1,1,1,1,0,1,0,1,2,N,2,42,2023,,,15398.11,3
14000029,140000291,1,320.754717,1,3,2,2,0,1,1,0,1,1,1,0,1,0,0,0,N,3,31,2020,,,7129.53,3
14000032,140000321,1,320.754717,1,3,1,2,0,0,0,0,0,0,1,1,1,0,0,0,N,5,19,,,,3077.89,3
14000034,140000341,1,320.754717,1,2,2,3,0,1,1,0,1,0,1,0,0,0,1,0,N,3,35,2019,,,8000,1
14000035,140000351,1,320.754717,1,1,2,1,0,1,1,0,1,0,1,1,1,0,0,1,N,3,29,2011,,,5500,1
14000036,140000361,1,320.754717,1,3,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,18,,,,4624,1
14000037,140000371,1,320.754717,1,3,1,1,0,0,1,0,1,0,1,0,1,0,0,0,N,5,22,,,,3797.13,3
14000039,140000391,1,320.754717,1,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,N,6,15,,,,2326.22,3
14000042,140000421,1,320.754717,1,3,2,1,0,1,1,1,2,1,1,0,1,0,0,0,N,3,29,2020,,,10000,1
14000050,140000501,1,320.754717,1,2,2,1,0,1,1,0,1,1,1,0,0,0,0,0,N,4,28,2012,,,4200,1
14000052,140000521,1,320.754717,1,4,2,2,0,1,2,0,1,0,1,0,1,0,0,2,N,3,35,2018,,,11000,1
14000062,140000621,1,320.754717,1,5,1,2,0,1,0,0,1,1,1,0,1,0,0,0,N,3,31,2019,,,7129.53,3
14000063,140000631,1,320.754717,1,1,2,1,0,1,1,0,1,1,1,0,1,0,0,1,N,3,30,2008,,,4300,1
14000064,140000641,1,320.754717,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,N,6,12,,,,1600,1
14000067,140000671,1,320.754717,1,3,2,1,0,2,3,0,1,1,1,0,1,0,1,0,N,2,39,2010,1997,,13000,1
14000069,140000691,1,320.754717,1,1,2,1,0,0,1,0,1,1,1,1,1,0,0,0,N,4,25,,,,4000,1
14000070,140000701,1,320.754717,1,3,2,1,0,1,2,0,1,0,1,0,1,1,0,3,N,3,32,2005,,,6000,1
14000072,140000721,1,320.754717,1,3,2,2,0,1,2,0,1,1,1,1,1,1,1,0,N,2,38,2019,,,19412,1
14000094,140000941,1,320.754717,1,2,3,1,0,1,1,0,1,0,1,1,1,0,0,0,N,4,26,2007,,,3412,1
14000100,140001001,1,320.754717,1,1,2,1,0,1,1,0,1,1,1,0,1,0,0,0,N,4,27,2000,,,1800,1
14000117,140001171,1,320.754717,1,5,2,1,0,1,1,0,2,0,1,1,1,0,0,1,N,4,27,1991,,,7600,1
14000143,140001431,1,320.754717,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,N,6,13,,,,1412,1
14000167,140001671,1,320.754717,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,N,6,12,,,,3000,1
14000172,140001721,1,320.754717,1,2,2,4,0,1,0,0,2,1,1,0,1,0,0,0,N,3,33,2018,,,4900,1
14000174,140001741,1,320.754717,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,N,4,28,2014,,,5000,1
14000179,140001791,1,320.754717,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,N,6,14,,,,4000,1
14000185,140001851,1,320.754717,1,2,2,2,1,0,1,0,1,1,1,0,1,0,0,0,N,3,34,,,,7000,1
14000211,140002111,1,320.754717,1,3,2,2,0,1,1,0,1,0,1,0,1,0,0,0,N,3,29,2008,,,6198.11,3
14000213,140002131,1,320.754717,1,5,1,2,0,1,1,0,1,1,1,0,1,0,0,0,N,3,29,2011,,,9800,1
14000227,140002271,1,320.754717,1,3,2,1,0,1,0,0,1,0,1,0,1,0,0,0,N,5,19,2009,,,9000,1
14000246,140002461,1,320.754717,1,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,N,5,17,,,,3312,1
14000413,140004131,1,320.754717,1,2,2,2,0,1,0,0,1,1,1,1,0,0,0,1,N,4,25,1997,,,1500,1
14000960,140009601,1,320.754717,1,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,N,5,18,2007,,,5000,1
14001475,140014751,1,320.754717,1,2,2,1,0,2,0,0,1,0,1,0,1,0,0,0,N,4,24,2012,2012,,4800,1
14100001,141000011,1,626.6,1,3,2,1,0,0,0,0,1,1,0,0,1,0,0,0,N,6,16,,,,2494.89,3
14100003,141000031,1,626.6,1,2,2,1,0,0,0,0,1,1,1,0,1,0,0,1,N,5,19,,,,1320,1
14100004,141000041,1,626.6,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,N,6,16,,,,2000,1
14100005,141000051,1,626.6,1,1,2,1,0,0,1,0,1,1,0,0,0,1,0,0,N,5,21,,,,3540.42,3
14100006,141000061,1,626.6,1,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,N,5,20,,,,3301.06,3
14100007,141000071,1,626.6,1,2,1,1,0,0,1,0,1,1,1,0,1,0,0,1,N,4,24,,,,4600,1
14100009,141000091,1,626.6,1,4,3,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,19,,,,3077.89,3
14100010,141000101,1,626.6,1,4,1,2,0,1,0,1,1,1,1,0,1,0,0,0,N,3,34,2005,,,7000,1
14100012,141000121,1,626.6,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,N,5,20,,,,6000,1
14100013,141000131,1,626.6,1,3,2,1,0,0,1,0,1,1,1,0,1,0,0,0,N,5,21,,,,3540.42,3
14100015,141000151,1,626.6,1,1,2,2,0,1,1,0,1,1,1,0,1,0,0,0,N,3,34,2015,,,8795.54,3
14100016,141000161,1,626.6,1,3,2,3,0,0,1,0,1,1,1,0,1,0,0,0,N,4,28,,,,4500,1
14100019,141000191,1,626.6,1,3,2,3,0,2,0,0,2,2,1,0,1,1,0,0,N,3,37,2022,2022,,10850.86,3
14100020,141000201,1,626.6,1,1,2,1,0,1,0,0,1,1,1,0,1,0,0,1,N,4,27,2007,,,4500,1
14100025,141000251,1,626.6,1,3,1,1,0,2,0,0,1,0,1,0,1,0,0,0,N,5,22,2011,2008,,5800,1
14100026,141000261,1,626.6,1,3,2,1,0,1,2,0,1,1,1,0,1,0,0,0,N,3,33,2016,,,12000,1
14100028,141000281,1,626.6,1,5,1,2,0,1,1,0,1,1,1,0,1,1,0,1,N,3,29,2004,,,6198.11,3
14100030,141000301,1,626.6,1,2,1,1,0,1,1,0,1,0,1,0,1,0,0,1,N,4,28,2019,,,5779.08,3
14100031,141000311,1,626.6,1,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,N,5,18,,,,1400,1
14100032,141000321,1,626.6,1,5,1,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,17,,,,3600,1
14100033,141000331,1,626.6,1,7,2,2,0,2,1,0,1,1,1,0,1,0,0,0,N,3,33,2010,2000,,8200.91,3
14100034,141000341,1,626.6,1,2,1,2,0,1,1,0,1,0,1,0,1,0,0,0,N,3,29,2020,,,6198.11,3
14100035,141000351,1,626.6,1,4,2,2,0,1,1,0,1,1,1,0,1,0,0,2,N,4,28,2019,,,5000,1
14100037,141000371,1,626.6,1,4,2,1,0,2,0,0,1,1,1,0,1,0,0,0,N,4,26,2006,2003,,9412,1
14100042,141000421,1,626.6,1,2,1,1,0,0,1,0,1,1,1,0,1,1,0,0,N,4,28,,,,15500,1
14100045,141000451,1,626.6,1,2,3,1,0,1,0,0,1,0,1,0,1,0,0,0,N,5,19,2000,,,3000,1
14100047,141000471,1,626.6,1,2,1,1,0,2,0,0,1,1,1,0,1,0,0,0,N,4,26,2019,2011,,5024.09,3
14100050,141000501,1,626.6,1,2,2,1,0,1,0,0,1,1,1,0,1,0,0,0,N,4,24,2000,,,4367.74,3
14100057,141000571,1,626.6,1,5,2,2,0,3,3,0,1,1,1,1,1,0,0,2,N,1,45,2008,2013,2019,18996.31,3
14100058,141000581,1,626.6,1,4,2,1,1,2,2,0,1,1,1,0,1,0,0,0,N,2,38,2021,2015,,35800,1
14100059,141000591,1,626.6,1,3,1,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,19,,,,1500,1
14100060,141000601,1,626.6,1,1,2,2,0,0,1,0,1,0,1,0,1,0,0,1,N,4,24,,,,3900,1
14100063,141000631,1,626.6,1,2,2,2,0,1,1,0,1,1,1,0,1,0,0,0,N,3,34,2007,,,4500,1
14100064,141000641,1,626.6,1,1,2,1,0,0,0,0,1,1,1,1,1,0,0,0,N,5,20,,,,4200,1
14100068,141000681,1,626.6,1,2,2,1,0,0,0,0,1,0,1,0,1,0,0,0,N,5,19,,,,5648,1
14100070,141000701,1,626.6,1,2,1,1,0,0,1,0,1,1,1,0,1,0,0,1,N,4,24,,,,6800,1
14100071,141000711,1,626.6,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,N,6,15,,,,2000,1
14100076,141000761,1,626.6,1,3,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,18,,,,2869.81,3
14100095,141000951,1,626.6,1,2,2,1,0,1,1,0,1,1,1,0,1,0,0,0,N,4,27,2010,,,3000,1
14100097,141000971,1,626.6,1,3,1,2,0,1,1,0,1,1,1,0,1,0,0,0,N,3,31,2009,,,4000,1
14100101,141001011,1,626.6,1,2,2,1,0,1,0,0,1,0,1,0,1,0,0,0,N,5,18,2010,,,3120,1
14100110,141001101,1,626.6,1,2,1,1,0,1,0,0,1,0,1,0,1,0,0,0,N,5,20,2000,,,3301.06,3
14100116,141001161,1,626.6,1,2,2,1,0,1,0,0,1,0,1,1,1,0,0,0,N,4,23,2014,,,3000,1
14100121,141001211,1,626.6,1,6,2,1,0,1,0,0,1,0,1,0,1,1,0,1,N,5,21,2004,,,6100,1
14100166,141001661,1,626.6,1,4,2,1,0,0,1,0,1,1,1,0,1,0,1,0,N,4,24,,,,9000,1
14100196,141001961,1,626.6,1,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,N,5,20,,,,1600,1
14100227,141002271,1,626.6,1,3,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,2000,1
14100252,141002521,1,626.6,1,3,2,3,0,0,1,0,1,1,1,1,1,0,0,1,N,3,30,,,,6647.53,3
14100265,141002651,1,626.6,1,2,2,1,0,1,0,0,1,1,1,0,1,0,0,0,N,5,20,2005,,,4820,1
14100331,141003311,1,626.6,1,1,2,2,0,1,1,0,1,1,1,1,1,0,0,0,N,3,35,2019,,,7000,1
14200001,142000011,1,430.288462,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,N,6,9,,,,1528.44,3
14200002,142000021,1,430.288462,1,4,2,1,0,1,1,0,1,1,1,1,1,1,0,0,N,3,29,2006,,,6198.11,3
14200003,142000031,1,430.288462,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,N,6,15,,,,2326.22,3
14200005,142000051,1,430.288462,1,3,2,1,0,1,0,0,1,1,1,0,1,0,0,0,N,4,24,1998,,,4367.74,3
14200012,142000121,1,430.288462,1,4,2,1,0,0,0,0,1,1,1,0,0,0,0,1,N,5,19,,,,3077.89,3
14200014,142000141,1,430.288462,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,N,6,15,,,,2326.22,3
14200016,142000161,1,430.288462,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,N,5,19,,,,3077.89,3
14200017,142000171,1,430.288462,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,N,5,22,,,,3797.13,3
14200022,142000221,1,430.288462,1,4,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,3540.42,3
14200028,142000281,1,430.288462,1,2,2,1,0,1,0,0,1,0,1,0,1,0,0,0,N,5,22,1994,,,3797.13,3
14200032,142000321,1,430.288462,1,2,1,1,0,0,0,1,1,1,1,0,1,0,0,0,N,4,24,,,,4367.74,3
14200036,142000361,1,430.288462,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0,N,6,16,,,,2494.89,3
14200038,142000381,1,430.288462,1,4,2,1,0,0,0,0,1,0,0,0,1,0,0,0,N,6,13,,,,2022.32,3
14200039,142000391,1,430.288462,1,6,2,3,0,1,1,0,1,1,1,0,1,1,1,0,N,2,40,2008,,,13386.47,3
14200040,142000401,1,430.288462,1,4,2,1,0,1,1,0,1,1,1,0,1,0,1,0,N,3,29,2013,,,6198.11,3
14200041,142000411,1,430.288462,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,N,6,13,,,,2022.32,3
14200043,142000431,1,430.288462,1,3,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,3540.42,3
14200047,142000471,1,430.288462,1,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,N,6,13,,,,2022.32,3
14200051,142000511,1,430.288462,1,2,1,1,0,1,0,0,1,1,1,0,1,0,0,0,N,4,24,2002,,,4367.74,3
14200052,142000521,1,430.288462,1,7,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,3540.42,3
14200061,142000611,1,430.288462,1,3,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,18,,,,2869.81,3
14200066,142000661,1,430.288462,1,1,2,1,0,0,0,0,1,1,0,0,1,0,0,1,N,5,19,,,,3077.89,3
14200069,142000691,1,430.288462,1,3,2,1,0,2,0,0,1,1,1,1,1,0,0,0,N,4,27,2023,2014,,5388.38,3
14200072,142000721,1,430.288462,1,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,N,5,22,,,,3797.13,3
14200076,142000761,1,430.288462,1,1,2,1,0,1,0,0,1,1,1,0,0,0,0,0,N,5,19,1996,,,3077.89,3
14200083,142000831,1,430.288462,1,2,2,1,0,1,0,0,1,1,1,1,1,0,0,0,N,5,22,1997,,,3797.13,3
14200085,142000851,1,430.288462,1,2,2,2,0,0,0,0,1,1,1,0,1,0,0,0,N,5,21,,,,3540.42,3
14200089,142000891,1,430.288462,1,3,2,1,0,1,1,0,1,1,1,0,1,0,0,0,N,4,27,2009,,,5388.38,3
14200090,142000901,1,430.288462,1,5,2,1,0,0,0,0,1,0,0,0,1,0,0,0,N,6,15,,,,2326.22,3
14200091,142000911,1,430.288462,1,4,2,1,0,0,0,0,1,0,1,0,1,0,0,0,N,5,19,,,,3077.89,3
14200094,142000941,1,430.288462,1,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,N,6,14,,,,2168.95,3
14200108,142001081,1,430.288462,1,2,1,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,18,,,,2869.81,3
14200110,142001101,1,430.288462,1,4,2,2,0,1,0,0,1,1,1,0,0,0,0,0,N,4,26,1997,,,5024.09,3
14200112,142001121,1,430.288462,1,2,2,1,0,1,1,0,1,1,1,0,1,0,0,0,N,4,25,2011,,,4684.43,3
14200115,142001151,1,430.288462,1,2,2,1,0,1,1,0,1,0,1,0,0,1,0,0,N,4,24,2000,,,4367.74,3
14200116,142001161,1,430.288462,1,1,2,1,0,0,1,0,1,1,1,0,1,0,0,0,N,5,22,,,,3797.13,3
14200119,142001191,1,430.288462,1,2,1,1,0,0,0,0,1,0,1,0,1,0,1,0,N,5,18,,,,2869.81,3
14200134,142001341,1,430.288462,1,5,2,1,0,0,0,0,1,0,1,0,1,0,0,0,N,6,16,,,,2494.89,3
14200138,142001381,1,430.288462,1,4,1,1,0,0,0,0,1,0,1,0,1,0,0,0,N,6,16,,,,2494.89,3
14200140,142001401,1,430.288462,1,2,2,1,0,0,0,0,1,1,1,0,1,1,0,0,N,5,19,,,,3077.89,3
14200141,142001411,1,430.288462,1,3,2,1,0,0,0,0,1,1,1,0,1,0,0,0,N,5,18,,,,2869.81,3
14200168,142001681,1,430.288462,1,2,2,2,0,0,1,0,1,1,1,0,1,0,0,0,N,3,31,,,,7129.53,3
14200172,142001721,1,430.288462,1,1,2,1,0,0,1,0,1,1,1,1,1,0,1,0,N,4,27,,,,5388.38,3
14200176,142001761,1,430.288462,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,N,6,13,,,,2022.32,3
14200177,142001771,1,430.288462,1,2,2,1,0,0,1,0,1,1,1,0,1,0,0,0,N,5,20,,,,3301.06,3
14200186,142001861,1,430.288462,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,N,5,17,,,,2675.79,3
14200203,142002031,1,430.288462,1,3,1,1,0,1,1,0,1,1,1,0,1,1,0,0,N,4,26,2009,,,5024.09,3
14200252,142002521,1,430.288462,1,4,3,1,0,0,0,0,1,1,1,0,0,0,0,0,N,6,13,,,,2022.32,3
14200316,142003161,1,430.288462,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,N,6,15,,,,2326.22,3
14200319,142003191,1,430.288462,1,4,2,1,0,1,0,0,1,1,1,0,1,0,0,0,N,4,24,2018,,,4367.74,3
14200377,142003771,1,430.288462,1,4,2,2,0,1,1,0,1,1,1,0,1,0,0,0,N,3,31,2019,,,7129.53,3
14200397,142003971,1,430.288462,1,4,2,1,0,1,1,0,1,1,1,0,1,0,0,0,N,4,27,2020,,,5388.38,3
14400001,144000011,1,629.05,1,3,1,1,0,0,1,0,1,1,1,0,1,1,0,1,N,4,28,,,,5779.08,3
14400004,144000041,1,629.05,1,1,2,1,0,0,1,0,1,1,1,1,1,0,0,0,N,4,28,,,,4600,1
14400005,144000051,1,629.05,1,3,2,1,0,0,1,0,1,1,1,0,1,1,0,0,N,4,25,,,,4600,1
14400006,144000061,1,629.05,1,2,2,2,0,0,1,1,1,1,1,1,1,0,0,0,N,3,32,,,,2600,1
14400011,144000111,1,629.05,1,3,2,1,0,0,0,0,1,1,1,1,1,0,0,0,N,5,19,,,,1700,1
14400013,144000131,1,629.05,1,6,2,2,0,1,1,0,1,1,1,0,1,0,0,1,N,3,31,2000,,,7129.53,3
14400016,144000161,1,629.05,1,1,2,1,0,0,1,0,1,1,1,0,0,0,1,0,N,4,24,,,,2000,1
